strain_entity_id,nearclone_block,original_outer_fold,formal_fold,role,A2_eligible
STRAIN_000482,NC_0058,4,5,INNER_TRAIN,True
STRAIN_000483,NC_0315,3,5,INNER_VAL,True
STRAIN_000484,NC_0090,3,5,INNER_TRAIN,True
STRAIN_000485,NC_0316,2,5,INNER_TRAIN,True
STRAIN_000486,NC_0058,4,5,INNER_TRAIN,True
STRAIN_000487,NC_0317,4,5,INNER_VAL,True
STRAIN_000488,NC_0318,3,5,INNER_TRAIN,True
STRAIN_000489,NC_0319,3,5,INNER_VAL,True
STRAIN_000490,NC_0021,1,5,INNER_TRAIN,True
STRAIN_000491,NC_0004,2,5,INNER_TRAIN,True
STRAIN_000492,NC_0006,5,5,OUTER_TEST,True
STRAIN_000493,NC_0002,4,5,INNER_TRAIN,True
STRAIN_000494,NC_0014,3,5,INNER_TRAIN,True
STRAIN_000495,NC_0320,1,5,INNER_VAL,True
STRAIN_000496,NC_0321,3,5,INNER_TRAIN,True
STRAIN_000497,NC_0322,1,5,INNER_TRAIN,True
STRAIN_000498,NC_0323,5,5,OUTER_TEST,True
STRAIN_000499,NC_0002,4,5,INNER_TRAIN,True
STRAIN_000500,NC_0324,4,5,INNER_TRAIN,True
STRAIN_000501,NC_0059,3,5,INNER_TRAIN,True
STRAIN_000502,NC_0325,3,5,INNER_TRAIN,True
STRAIN_000503,NC_0023,4,5,INNER_VAL,True
STRAIN_000504,NC_0326,4,5,INNER_TRAIN,True
STRAIN_000505,NC_0327,1,5,INNER_TRAIN,True
STRAIN_000506,NC_0014,3,5,INNER_TRAIN,True
STRAIN_000507,NC_0023,4,5,INNER_VAL,True
STRAIN_000508,NC_0021,1,5,INNER_TRAIN,True
STRAIN_000509,NC_0043,5,5,OUTER_TEST,True
STRAIN_000510,NC_0328,4,5,INNER_TRAIN,True
STRAIN_000511,NC_0038,3,5,INNER_TRAIN,True
STRAIN_000512,NC_0329,3,5,INNER_TRAIN,True
STRAIN_000513,NC_0330,5,5,OUTER_TEST,True
STRAIN_000514,NC_0008,2,5,INNER_TRAIN,True
STRAIN_000515,NC_0331,3,5,INNER_TRAIN,True
STRAIN_000516,NC_0040,1,5,INNER_TRAIN,True
STRAIN_000517,NC_0041,4,5,INNER_TRAIN,True
STRAIN_000518,NC_0332,4,5,INNER_TRAIN,True
STRAIN_000519,NC_0333,1,5,INNER_TRAIN,True
STRAIN_000520,NC_0091,5,5,OUTER_TEST,True
STRAIN_000521,NC_0091,5,5,OUTER_TEST,True
STRAIN_000522,NC_0060,5,5,OUTER_TEST,True
STRAIN_000523,NC_0334,5,5,OUTER_TEST,True
STRAIN_000524,NC_0335,3,5,INNER_TRAIN,True
STRAIN_000525,NC_0007,4,5,INNER_TRAIN,True
STRAIN_000526,NC_0055,5,5,OUTER_TEST,True
STRAIN_000527,NC_0336,4,5,INNER_TRAIN,True
STRAIN_000528,NC_0029,1,5,INNER_TRAIN,True
STRAIN_000529,NC_0005,5,5,OUTER_TEST,True
STRAIN_000530,NC_0013,1,5,INNER_TRAIN,True
STRAIN_000531,NC_0337,1,5,INNER_VAL,True
STRAIN_000532,NC_0338,1,5,INNER_VAL,True
STRAIN_000533,NC_0339,3,5,INNER_TRAIN,True
STRAIN_000534,NC_0092,5,5,OUTER_TEST,True
STRAIN_000535,NC_0006,5,5,OUTER_TEST,True
STRAIN_000536,NC_0340,1,5,INNER_TRAIN,True
STRAIN_000537,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000538,NC_0341,5,5,OUTER_TEST,True
STRAIN_000539,NC_0060,5,5,OUTER_TEST,True
STRAIN_000540,NC_0092,5,5,OUTER_TEST,True
STRAIN_000541,NC_0093,3,5,INNER_TRAIN,True
STRAIN_000542,NC_0094,5,5,OUTER_TEST,True
STRAIN_000543,NC_0342,4,5,INNER_TRAIN,True
STRAIN_000544,NC_0003,3,5,INNER_TRAIN,True
STRAIN_000545,NC_0005,5,5,OUTER_TEST,True
STRAIN_000546,NC_0008,2,5,INNER_TRAIN,True
STRAIN_000547,NC_0010,3,5,INNER_TRAIN,True
STRAIN_000548,NC_0010,3,5,INNER_TRAIN,True
STRAIN_000549,NC_0095,3,5,INNER_TRAIN,True
STRAIN_000550,NC_0096,5,5,OUTER_TEST,True
STRAIN_000551,NC_0019,2,5,INNER_TRAIN,True
STRAIN_000552,NC_0095,3,5,INNER_TRAIN,True
STRAIN_000553,NC_0020,2,5,INNER_TRAIN,True
STRAIN_000554,NC_0014,3,5,INNER_TRAIN,True
STRAIN_000555,NC_0343,1,5,INNER_VAL,True
STRAIN_000556,NC_0002,4,5,INNER_TRAIN,True
STRAIN_000557,NC_0344,2,5,INNER_TRAIN,True
STRAIN_000558,NC_0097,2,5,INNER_TRAIN,True
STRAIN_000559,NC_0005,5,5,OUTER_TEST,True
STRAIN_000560,NC_0005,5,5,OUTER_TEST,True
STRAIN_000561,NC_0007,4,5,INNER_TRAIN,True
STRAIN_000562,NC_0010,3,5,INNER_TRAIN,True
STRAIN_000563,NC_0061,1,5,INNER_TRAIN,True
STRAIN_000564,NC_0061,1,5,INNER_TRAIN,True
STRAIN_000566,NC_0061,1,5,INNER_TRAIN,True
STRAIN_000567,NC_0346,5,5,OUTER_TEST,True
STRAIN_000568,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000569,NC_0347,3,5,INNER_TRAIN,True
STRAIN_000570,NC_0003,3,5,INNER_TRAIN,True
STRAIN_000571,NC_0054,1,5,INNER_TRAIN,True
STRAIN_000572,NC_0348,4,5,INNER_TRAIN,True
STRAIN_000573,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000574,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000575,NC_0030,4,5,INNER_TRAIN,True
STRAIN_000576,NC_0062,1,5,INNER_TRAIN,True
STRAIN_000577,NC_0057,2,5,INNER_VAL,True
STRAIN_000578,NC_0033,2,5,INNER_TRAIN,True
STRAIN_000579,NC_0021,1,5,INNER_TRAIN,True
STRAIN_000580,NC_0005,5,5,OUTER_TEST,True
STRAIN_000581,NC_0349,3,5,INNER_TRAIN,True
STRAIN_000582,NC_0042,2,5,INNER_TRAIN,True
STRAIN_000583,NC_0010,3,5,INNER_TRAIN,True
STRAIN_000584,NC_0350,4,5,INNER_TRAIN,True
STRAIN_000585,NC_0004,2,5,INNER_TRAIN,True
STRAIN_000586,NC_0351,4,5,INNER_TRAIN,True
STRAIN_000587,NC_0352,2,5,INNER_TRAIN,True
STRAIN_000588,NC_0006,5,5,OUTER_TEST,True
STRAIN_000589,NC_0002,4,5,INNER_TRAIN,True
STRAIN_000590,NC_0353,1,5,INNER_TRAIN,True
STRAIN_000591,NC_0008,2,5,INNER_TRAIN,True
STRAIN_000592,NC_0354,4,5,INNER_VAL,True
STRAIN_000593,NC_0355,4,5,INNER_TRAIN,True
STRAIN_000594,NC_0010,3,5,INNER_TRAIN,True
STRAIN_000595,NC_0356,2,5,INNER_TRAIN,True
STRAIN_000596,NC_0357,2,5,INNER_TRAIN,True
STRAIN_000597,NC_0081,3,5,INNER_TRAIN,True
STRAIN_000598,NC_0033,2,5,INNER_TRAIN,True
STRAIN_000599,NC_0098,3,5,INNER_TRAIN,True
STRAIN_000600,NC_0358,4,5,INNER_TRAIN,True
STRAIN_000601,NC_0099,4,5,INNER_TRAIN,True
STRAIN_000602,NC_0025,3,5,INNER_TRAIN,True
STRAIN_000603,NC_0010,3,5,INNER_TRAIN,True
STRAIN_000604,NC_0004,2,5,INNER_TRAIN,True
STRAIN_000605,NC_0067,5,5,OUTER_TEST,True
STRAIN_000606,NC_0017,1,5,INNER_TRAIN,True
STRAIN_000607,NC_0009,5,5,OUTER_TEST,True
STRAIN_000608,NC_0359,1,5,INNER_VAL,True
STRAIN_000609,NC_0021,1,5,INNER_TRAIN,True
STRAIN_000610,NC_0040,1,5,INNER_TRAIN,True
STRAIN_000611,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000612,NC_0021,1,5,INNER_TRAIN,True
STRAIN_000613,NC_0009,5,5,OUTER_TEST,True
STRAIN_000614,NC_0070,4,5,INNER_TRAIN,True
STRAIN_000615,NC_0004,2,5,INNER_TRAIN,True
STRAIN_000616,NC_0360,1,5,INNER_TRAIN,True
STRAIN_000617,NC_0009,5,5,OUTER_TEST,True
STRAIN_000618,NC_0009,5,5,OUTER_TEST,True
STRAIN_000619,NC_0009,5,5,OUTER_TEST,True
STRAIN_000620,NC_0009,5,5,OUTER_TEST,True
STRAIN_000621,NC_0009,5,5,OUTER_TEST,True
STRAIN_000622,NC_0361,4,5,INNER_TRAIN,True
STRAIN_000623,NC_0003,3,5,INNER_TRAIN,True
STRAIN_000624,NC_0002,4,5,INNER_TRAIN,True
STRAIN_000625,NC_0362,4,5,INNER_TRAIN,True
STRAIN_000626,NC_0039,2,5,INNER_TRAIN,True
STRAIN_000627,NC_0034,2,5,INNER_TRAIN,True
STRAIN_000628,NC_0363,4,5,INNER_VAL,True
STRAIN_000629,NC_0043,5,5,OUTER_TEST,True
STRAIN_000630,NC_0100,5,5,OUTER_TEST,True
STRAIN_000631,NC_0364,1,5,INNER_TRAIN,True
STRAIN_000632,NC_0365,3,5,INNER_TRAIN,True
STRAIN_000633,NC_0052,3,5,INNER_VAL,True
STRAIN_000634,NC_0101,2,5,INNER_VAL,True
STRAIN_000635,NC_0094,5,5,OUTER_TEST,True
STRAIN_000636,NC_0366,4,5,INNER_TRAIN,True
STRAIN_000637,NC_0011,2,5,INNER_VAL,True
STRAIN_000638,NC_0367,4,5,INNER_VAL,True
STRAIN_000639,NC_0019,2,5,INNER_TRAIN,True
STRAIN_000640,NC_0368,3,5,INNER_TRAIN,True
STRAIN_000641,NC_0102,4,5,INNER_TRAIN,True
STRAIN_000642,NC_0369,2,5,INNER_TRAIN,True
STRAIN_000643,NC_0370,2,5,INNER_TRAIN,True
STRAIN_000644,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000645,NC_0371,4,5,INNER_TRAIN,True
STRAIN_000646,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000647,NC_0034,2,5,INNER_TRAIN,True
STRAIN_000649,NC_0025,3,5,INNER_TRAIN,True
STRAIN_000650,NC_0005,5,5,OUTER_TEST,True
STRAIN_000651,NC_0019,2,5,INNER_TRAIN,True
STRAIN_000652,NC_0372,5,5,OUTER_TEST,True
STRAIN_000653,NC_0025,3,5,INNER_TRAIN,True
STRAIN_000654,NC_0373,3,5,INNER_TRAIN,True
STRAIN_000655,NC_0374,4,5,INNER_TRAIN,True
STRAIN_000656,NC_0375,1,5,INNER_TRAIN,True
STRAIN_000657,NC_0376,3,5,INNER_VAL,True
STRAIN_000658,NC_0076,2,5,INNER_TRAIN,True
STRAIN_000659,NC_0377,4,5,INNER_TRAIN,True
STRAIN_000660,NC_0036,1,5,INNER_TRAIN,True
STRAIN_000661,NC_0003,3,5,INNER_TRAIN,True
STRAIN_000662,NC_0378,1,5,INNER_VAL,True
STRAIN_000663,NC_0060,5,5,OUTER_TEST,True
STRAIN_000664,NC_0003,3,5,INNER_TRAIN,True
STRAIN_000665,NC_0379,2,5,INNER_TRAIN,True
STRAIN_000666,NC_0380,4,5,INNER_TRAIN,True
STRAIN_000667,NC_0381,3,5,INNER_TRAIN,True
STRAIN_000668,NC_0016,4,5,INNER_TRAIN,True
STRAIN_000669,NC_0003,3,5,INNER_TRAIN,True
STRAIN_000670,NC_0382,3,5,INNER_TRAIN,True
STRAIN_000671,NC_0026,5,5,OUTER_TEST,True
STRAIN_000672,NC_0383,5,5,OUTER_TEST,True
STRAIN_000673,NC_0384,1,5,INNER_TRAIN,True
STRAIN_000674,NC_0003,3,5,INNER_TRAIN,True
STRAIN_000675,NC_0008,2,5,INNER_TRAIN,True
STRAIN_000676,NC_0385,1,5,INNER_TRAIN,True
STRAIN_000677,NC_0386,4,5,INNER_TRAIN,True
STRAIN_000678,NC_0387,3,5,INNER_TRAIN,True
STRAIN_000679,NC_0388,1,5,INNER_TRAIN,True
STRAIN_000680,NC_0041,4,5,INNER_TRAIN,True
STRAIN_000681,NC_0004,2,5,INNER_TRAIN,True
STRAIN_000682,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000683,NC_0009,5,5,OUTER_TEST,True
STRAIN_000684,NC_0013,1,5,INNER_TRAIN,True
STRAIN_000685,NC_0059,3,5,INNER_TRAIN,True
STRAIN_000686,NC_0062,1,5,INNER_TRAIN,True
STRAIN_000687,NC_0389,4,5,INNER_TRAIN,True
STRAIN_000688,NC_0026,5,5,OUTER_TEST,True
STRAIN_000689,NC_0014,3,5,INNER_TRAIN,True
STRAIN_000690,NC_0010,3,5,INNER_TRAIN,True
STRAIN_000691,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000692,NC_0014,3,5,INNER_TRAIN,True
STRAIN_000693,NC_0390,5,5,OUTER_TEST,True
STRAIN_000694,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000695,NC_0028,3,5,INNER_TRAIN,True
STRAIN_000696,NC_0039,2,5,INNER_TRAIN,True
STRAIN_000697,NC_0005,5,5,OUTER_TEST,True
STRAIN_000698,NC_0005,5,5,OUTER_TEST,True
STRAIN_000699,NC_0005,5,5,OUTER_TEST,True
STRAIN_000700,NC_0005,5,5,OUTER_TEST,True
STRAIN_000701,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000702,NC_0034,2,5,INNER_TRAIN,True
STRAIN_000703,NC_0391,4,5,INNER_TRAIN,True
STRAIN_000704,NC_0003,3,5,INNER_TRAIN,True
STRAIN_000705,NC_0014,3,5,INNER_TRAIN,True
STRAIN_000706,NC_0392,5,5,OUTER_TEST,True
STRAIN_000707,NC_0393,4,5,INNER_TRAIN,True
STRAIN_000708,NC_0394,5,5,OUTER_TEST,True
STRAIN_000709,NC_0005,5,5,OUTER_TEST,True
STRAIN_000710,NC_0003,3,5,INNER_TRAIN,True
STRAIN_000711,NC_0015,3,5,INNER_TRAIN,True
STRAIN_000712,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000713,NC_0033,2,5,INNER_TRAIN,True
STRAIN_000714,NC_0395,1,5,INNER_TRAIN,True
STRAIN_000715,NC_0396,3,5,INNER_TRAIN,True
STRAIN_000716,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000717,NC_0032,5,5,OUTER_TEST,True
STRAIN_000718,NC_0397,3,5,INNER_TRAIN,True
STRAIN_000719,NC_0047,2,5,INNER_TRAIN,True
STRAIN_000720,NC_0085,3,5,INNER_TRAIN,True
STRAIN_000721,NC_0398,5,5,OUTER_TEST,True
STRAIN_000722,NC_0021,1,5,INNER_TRAIN,True
STRAIN_000723,NC_0399,3,5,INNER_TRAIN,True
STRAIN_000724,NC_0400,1,5,INNER_TRAIN,True
STRAIN_000725,NC_0002,4,5,INNER_TRAIN,True
STRAIN_000726,NC_0022,3,5,INNER_TRAIN,True
STRAIN_000727,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000728,NC_0020,2,5,INNER_TRAIN,True
STRAIN_000729,NC_0020,2,5,INNER_TRAIN,True
STRAIN_000730,NC_0003,3,5,INNER_TRAIN,True
STRAIN_000731,NC_0401,1,5,INNER_TRAIN,True
STRAIN_000732,NC_0402,4,5,INNER_TRAIN,True
STRAIN_000733,NC_0015,3,5,INNER_TRAIN,True
STRAIN_000734,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000735,NC_0403,2,5,INNER_TRAIN,True
STRAIN_000736,NC_0404,4,5,INNER_TRAIN,True
STRAIN_000737,NC_0004,2,5,INNER_TRAIN,True
STRAIN_000738,NC_0049,4,5,INNER_TRAIN,True
STRAIN_000739,NC_0405,1,5,INNER_TRAIN,True
STRAIN_000740,NC_0005,5,5,OUTER_TEST,True
STRAIN_000741,NC_0003,3,5,INNER_TRAIN,True
STRAIN_000742,NC_0103,1,5,INNER_TRAIN,True
STRAIN_000743,NC_0004,2,5,INNER_TRAIN,True
STRAIN_000744,NC_0004,2,5,INNER_TRAIN,True
STRAIN_000745,NC_0004,2,5,INNER_TRAIN,True
STRAIN_000746,NC_0103,1,5,INNER_TRAIN,True
STRAIN_000747,NC_0406,4,5,INNER_TRAIN,True
STRAIN_000748,NC_0030,4,5,INNER_TRAIN,True
STRAIN_000749,NC_0407,4,5,INNER_TRAIN,True
STRAIN_000750,NC_0014,3,5,INNER_TRAIN,True
STRAIN_000751,NC_0408,5,5,OUTER_TEST,True
STRAIN_000752,NC_0409,5,5,OUTER_TEST,True
STRAIN_000753,NC_0021,1,5,INNER_TRAIN,True
STRAIN_000754,NC_0018,5,5,OUTER_TEST,True
STRAIN_000755,NC_0006,5,5,OUTER_TEST,True
STRAIN_000756,NC_0410,2,5,INNER_TRAIN,True
STRAIN_000757,NC_0411,5,5,OUTER_TEST,True
STRAIN_000758,NC_0412,5,5,OUTER_TEST,True
STRAIN_000759,NC_0413,1,5,INNER_TRAIN,True
STRAIN_000760,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000761,NC_0104,2,5,INNER_TRAIN,True
STRAIN_000762,NC_0104,2,5,INNER_TRAIN,True
STRAIN_000763,NC_0031,1,5,INNER_VAL,True
STRAIN_000764,NC_0414,4,5,INNER_TRAIN,True
STRAIN_000765,NC_0065,1,5,INNER_TRAIN,True
STRAIN_000766,NC_0415,2,5,INNER_TRAIN,True
STRAIN_000767,NC_0022,3,5,INNER_TRAIN,True
STRAIN_000768,NC_0008,2,5,INNER_TRAIN,True
STRAIN_000769,NC_0069,5,5,OUTER_TEST,True
STRAIN_000770,NC_0044,3,5,INNER_TRAIN,True
STRAIN_000771,NC_0044,3,5,INNER_TRAIN,True
STRAIN_000772,NC_0044,3,5,INNER_TRAIN,True
STRAIN_000773,NC_0044,3,5,INNER_TRAIN,True
STRAIN_000774,NC_0416,5,5,OUTER_TEST,True
STRAIN_000775,NC_0050,3,5,INNER_TRAIN,True
STRAIN_000776,NC_0050,3,5,INNER_TRAIN,True
STRAIN_000777,NC_0417,5,5,OUTER_TEST,True
STRAIN_000778,NC_0105,4,5,INNER_TRAIN,True
STRAIN_000779,NC_0105,4,5,INNER_TRAIN,True
STRAIN_000780,NC_0418,2,5,INNER_VAL,True
STRAIN_000781,NC_0419,1,5,INNER_TRAIN,True
STRAIN_000782,NC_0066,4,5,INNER_TRAIN,True
STRAIN_000783,NC_0101,2,5,INNER_VAL,True
STRAIN_000784,NC_0016,4,5,INNER_TRAIN,True
STRAIN_000785,NC_0420,2,5,INNER_TRAIN,True
STRAIN_000786,NC_0421,1,5,INNER_TRAIN,True
STRAIN_000787,NC_0016,4,5,INNER_TRAIN,True
STRAIN_000788,NC_0422,1,5,INNER_TRAIN,True
STRAIN_000789,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000790,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000791,NC_0003,3,5,INNER_TRAIN,True
STRAIN_000792,NC_0063,5,5,OUTER_TEST,True
STRAIN_000793,NC_0003,3,5,INNER_TRAIN,True
STRAIN_000794,NC_0039,2,5,INNER_TRAIN,True
STRAIN_000795,NC_0423,5,5,OUTER_TEST,True
STRAIN_000796,NC_0424,2,5,INNER_TRAIN,True
STRAIN_000797,NC_0003,3,5,INNER_TRAIN,True
STRAIN_000798,NC_0425,1,5,INNER_TRAIN,True
STRAIN_000799,NC_0013,1,5,INNER_TRAIN,True
STRAIN_000800,NC_0005,5,5,OUTER_TEST,True
STRAIN_000801,NC_0426,3,5,INNER_TRAIN,True
STRAIN_000802,NC_0010,3,5,INNER_TRAIN,True
STRAIN_000803,NC_0427,2,5,INNER_TRAIN,True
STRAIN_000804,NC_0428,1,5,INNER_TRAIN,True
STRAIN_000805,NC_0429,1,5,INNER_TRAIN,True
STRAIN_000806,NC_0047,2,5,INNER_TRAIN,True
STRAIN_000807,NC_0026,5,5,OUTER_TEST,True
STRAIN_000808,NC_0430,3,5,INNER_TRAIN,True
STRAIN_000809,NC_0002,4,5,INNER_TRAIN,True
STRAIN_000810,NC_0036,1,5,INNER_TRAIN,True
STRAIN_000811,NC_0007,4,5,INNER_TRAIN,True
STRAIN_000812,NC_0080,2,5,INNER_VAL,True
STRAIN_000813,NC_0002,4,5,INNER_TRAIN,True
STRAIN_000814,NC_0005,5,5,OUTER_TEST,True
STRAIN_000815,NC_0045,4,5,INNER_VAL,True
STRAIN_000816,NC_0013,1,5,INNER_TRAIN,True
STRAIN_000817,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000818,NC_0431,2,5,INNER_TRAIN,True
STRAIN_000819,NC_0007,4,5,INNER_TRAIN,True
STRAIN_000820,NC_0432,4,5,INNER_TRAIN,True
STRAIN_000821,NC_0433,4,5,INNER_VAL,True
STRAIN_000822,NC_0434,1,5,INNER_TRAIN,True
STRAIN_000823,NC_0007,4,5,INNER_TRAIN,True
STRAIN_000824,NC_0435,5,5,OUTER_TEST,True
STRAIN_000825,NC_0014,3,5,INNER_TRAIN,True
STRAIN_000826,NC_0436,4,5,INNER_TRAIN,True
STRAIN_000827,NC_0005,5,5,OUTER_TEST,True
STRAIN_000828,NC_0003,3,5,INNER_TRAIN,True
STRAIN_000829,NC_0017,1,5,INNER_TRAIN,True
STRAIN_000830,NC_0003,3,5,INNER_TRAIN,True
STRAIN_000831,NC_0026,5,5,OUTER_TEST,True
STRAIN_000833,NC_0437,5,5,OUTER_TEST,True
STRAIN_000834,NC_0083,2,5,INNER_TRAIN,True
STRAIN_000835,NC_0002,4,5,INNER_TRAIN,True
STRAIN_000837,NC_0002,4,5,INNER_TRAIN,True
STRAIN_000838,NC_0017,1,5,INNER_TRAIN,True
STRAIN_000839,NC_0438,3,5,INNER_TRAIN,True
STRAIN_000840,NC_0439,2,5,INNER_TRAIN,True
STRAIN_000841,NC_0003,3,5,INNER_TRAIN,True
STRAIN_000842,NC_0006,5,5,OUTER_TEST,True
STRAIN_000843,NC_0009,5,5,OUTER_TEST,True
STRAIN_000844,NC_0009,5,5,OUTER_TEST,True
STRAIN_000845,NC_0440,1,5,INNER_TRAIN,True
STRAIN_000846,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000847,NC_0026,5,5,OUTER_TEST,True
STRAIN_000848,NC_0100,5,5,OUTER_TEST,True
STRAIN_000849,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000850,NC_0038,3,5,INNER_TRAIN,True
STRAIN_000851,NC_0441,1,5,INNER_TRAIN,True
STRAIN_000852,NC_0002,4,5,INNER_TRAIN,True
STRAIN_000853,NC_0442,3,5,INNER_VAL,True
STRAIN_000854,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000855,NC_0019,2,5,INNER_TRAIN,True
STRAIN_000856,NC_0443,2,5,INNER_TRAIN,True
STRAIN_000857,NC_0008,2,5,INNER_TRAIN,True
STRAIN_000858,NC_0015,3,5,INNER_TRAIN,True
STRAIN_000859,NC_0008,2,5,INNER_TRAIN,True
STRAIN_000860,NC_0027,5,5,OUTER_TEST,True
STRAIN_000861,NC_0444,3,5,INNER_TRAIN,True
STRAIN_000862,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000863,NC_0028,3,5,INNER_TRAIN,True
STRAIN_000864,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000865,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000866,NC_0445,2,5,INNER_TRAIN,True
STRAIN_000867,NC_0013,1,5,INNER_TRAIN,True
STRAIN_000868,NC_0059,3,5,INNER_TRAIN,True
STRAIN_000869,NC_0019,2,5,INNER_TRAIN,True
STRAIN_000870,NC_0446,5,5,OUTER_TEST,True
STRAIN_000871,NC_0447,3,5,INNER_TRAIN,True
STRAIN_000872,NC_0448,5,5,OUTER_TEST,True
STRAIN_000873,NC_0449,3,5,INNER_TRAIN,True
STRAIN_000874,NC_0450,2,5,INNER_TRAIN,True
STRAIN_000875,NC_0024,4,5,INNER_TRAIN,True
STRAIN_000876,NC_0451,1,5,INNER_TRAIN,True
STRAIN_000877,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000878,NC_0025,3,5,INNER_TRAIN,True
STRAIN_000879,NC_0005,5,5,OUTER_TEST,True
STRAIN_000880,NC_0002,4,5,INNER_TRAIN,True
STRAIN_000881,NC_0452,2,5,INNER_TRAIN,True
STRAIN_000882,NC_0097,2,5,INNER_TRAIN,True
STRAIN_000883,NC_0008,2,5,INNER_TRAIN,True
STRAIN_000884,NC_0010,3,5,INNER_TRAIN,True
STRAIN_000885,NC_0002,4,5,INNER_TRAIN,True
STRAIN_000886,NC_0090,3,5,INNER_TRAIN,True
STRAIN_000887,NC_0010,3,5,INNER_TRAIN,True
STRAIN_000888,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000889,NC_0453,3,5,INNER_TRAIN,True
STRAIN_000890,NC_0002,4,5,INNER_TRAIN,True
STRAIN_000891,NC_0454,3,5,INNER_VAL,True
STRAIN_000892,NC_0106,4,5,INNER_TRAIN,True
STRAIN_000893,NC_0455,2,5,INNER_TRAIN,True
STRAIN_000894,NC_0055,5,5,OUTER_TEST,True
STRAIN_000895,NC_0456,3,5,INNER_TRAIN,True
STRAIN_000896,NC_0002,4,5,INNER_TRAIN,True
STRAIN_000897,NC_0006,5,5,OUTER_TEST,True
STRAIN_000898,NC_0010,3,5,INNER_TRAIN,True
STRAIN_000899,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000900,NC_0004,2,5,INNER_TRAIN,True
STRAIN_000901,NC_0037,5,5,OUTER_TEST,True
STRAIN_000902,NC_0457,3,5,INNER_TRAIN,True
STRAIN_000903,NC_0019,2,5,INNER_TRAIN,True
STRAIN_000904,NC_0019,2,5,INNER_TRAIN,True
STRAIN_000905,NC_0458,2,5,INNER_VAL,True
STRAIN_000906,NC_0046,4,5,INNER_TRAIN,True
STRAIN_000907,NC_0459,4,5,INNER_TRAIN,True
STRAIN_000908,NC_0043,5,5,OUTER_TEST,True
STRAIN_000909,NC_0008,2,5,INNER_TRAIN,True
STRAIN_000910,NC_0015,3,5,INNER_TRAIN,True
STRAIN_000911,NC_0002,4,5,INNER_TRAIN,True
STRAIN_000912,NC_0020,2,5,INNER_TRAIN,True
STRAIN_000913,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000914,NC_0460,4,5,INNER_TRAIN,True
STRAIN_000915,NC_0461,4,5,INNER_TRAIN,True
STRAIN_000916,NC_0462,3,5,INNER_TRAIN,True
STRAIN_000917,NC_0013,1,5,INNER_TRAIN,True
STRAIN_000918,NC_0463,5,5,OUTER_TEST,True
STRAIN_000919,NC_0020,2,5,INNER_TRAIN,True
STRAIN_000920,NC_0001,1,5,INNER_TRAIN,True
STRAIN_000921,NC_0007,4,5,INNER_TRAIN,True
STRAIN_000922,NC_0002,4,5,INNER_TRAIN,True
STRAIN_000923,NC_0464,3,5,INNER_TRAIN,True
STRAIN_000924,NC_0017,1,5,INNER_TRAIN,True
STRAIN_000925,NC_0465,5,5,OUTER_TEST,True
STRAIN_000926,NC_0466,3,5,INNER_TRAIN,True
STRAIN_000927,NC_0093,3,5,INNER_TRAIN,True
STRAIN_000928,NC_0096,5,5,OUTER_TEST,True
STRAIN_000929,NC_0020,2,5,INNER_TRAIN,True
STRAIN_000930,NC_0023,4,5,INNER_VAL,True
STRAIN_000931,NC_0024,4,5,INNER_TRAIN,True
STRAIN_000932,NC_0006,5,5,OUTER_TEST,True
STRAIN_000933,NC_0467,4,5,INNER_TRAIN,True
STRAIN_000934,NC_0468,4,5,INNER_TRAIN,True
STRAIN_000935,NC_0008,2,5,INNER_TRAIN,True
STRAIN_000936,NC_0031,1,5,INNER_VAL,True
STRAIN_000937,NC_0031,1,5,INNER_VAL,True
STRAIN_000938,NC_0010,3,5,INNER_TRAIN,True
STRAIN_000939,NC_0010,3,5,INNER_TRAIN,True
STRAIN_000940,NC_0469,4,5,INNER_TRAIN,True
