strain_entity_id,lineage_95_block,formal_fold,role
STRAIN_000731,ANI95_0002,5,INNER_TRAIN
STRAIN_000732,ANI95_0023,5,INNER_TRAIN
STRAIN_000733,ANI95_0003,5,INNER_TRAIN
STRAIN_000734,ANI95_0001,5,INNER_TRAIN
STRAIN_000735,ANI95_0016,5,INNER_TRAIN
STRAIN_000736,ANI95_0013,5,INNER_TRAIN
STRAIN_000737,ANI95_0011,5,INNER_TRAIN
STRAIN_000739,ANI95_0003,5,INNER_TRAIN
STRAIN_000740,ANI95_0003,5,INNER_TRAIN
STRAIN_000741,ANI95_0001,5,INNER_TRAIN
STRAIN_000742,ANI95_0002,5,INNER_TRAIN
STRAIN_000743,ANI95_0011,5,INNER_TRAIN
STRAIN_000744,ANI95_0011,5,INNER_TRAIN
STRAIN_000745,ANI95_0011,5,INNER_TRAIN
STRAIN_000746,ANI95_0002,5,INNER_TRAIN
STRAIN_000747,ANI95_0002,5,INNER_TRAIN
STRAIN_000748,ANI95_0009,5,INNER_TRAIN
STRAIN_000750,ANI95_0003,5,INNER_TRAIN
STRAIN_000753,ANI95_0001,5,INNER_TRAIN
STRAIN_000754,ANI95_0002,5,INNER_TRAIN
STRAIN_000755,ANI95_0001,5,INNER_TRAIN
STRAIN_000757,ANI95_0016,5,INNER_TRAIN
STRAIN_000758,ANI95_0002,5,INNER_TRAIN
STRAIN_000759,ANI95_0002,5,INNER_TRAIN
STRAIN_000760,ANI95_0001,5,INNER_TRAIN
STRAIN_000764,ANI95_0013,5,INNER_TRAIN
STRAIN_000766,ANI95_0019,5,INNER_TRAIN
STRAIN_000767,ANI95_0002,5,INNER_TRAIN
STRAIN_000768,ANI95_0001,5,INNER_TRAIN
STRAIN_000777,ANI95_0003,5,INNER_TRAIN
STRAIN_000778,ANI95_0009,5,INNER_TRAIN
STRAIN_000779,ANI95_0009,5,INNER_TRAIN
STRAIN_000780,ANI95_0020,5,INNER_TRAIN
STRAIN_000781,ANI95_0024,5,INNER_TRAIN
STRAIN_000782,ANI95_0001,5,INNER_TRAIN
STRAIN_000783,ANI95_0013,5,INNER_TRAIN
STRAIN_000784,ANI95_0008,5,INNER_TRAIN
STRAIN_000785,ANI95_0001,5,INNER_TRAIN
STRAIN_000786,ANI95_0002,5,INNER_TRAIN
STRAIN_000787,ANI95_0008,5,INNER_TRAIN
STRAIN_000788,ANI95_0091,5,INNER_TRAIN
STRAIN_000789,ANI95_0001,5,INNER_TRAIN
STRAIN_000790,ANI95_0001,5,INNER_TRAIN
STRAIN_000791,ANI95_0001,5,INNER_TRAIN
STRAIN_000792,ANI95_0001,5,INNER_TRAIN
STRAIN_000793,ANI95_0001,5,INNER_TRAIN
STRAIN_000794,ANI95_0008,5,INNER_TRAIN
STRAIN_000796,ANI95_0001,5,INNER_TRAIN
STRAIN_000797,ANI95_0001,5,INNER_TRAIN
STRAIN_000800,ANI95_0003,5,INNER_TRAIN
STRAIN_000801,ANI95_0026,5,INNER_TRAIN
STRAIN_000802,ANI95_0001,5,INNER_TRAIN
STRAIN_000803,ANI95_0001,5,INNER_TRAIN
STRAIN_000806,ANI95_0002,5,INNER_TRAIN
STRAIN_000812,ANI95_0012,5,INNER_TRAIN
STRAIN_000814,ANI95_0003,5,INNER_TRAIN
STRAIN_000815,ANI95_0002,5,INNER_TRAIN
STRAIN_000817,ANI95_0001,5,INNER_TRAIN
STRAIN_000818,ANI95_0001,5,INNER_TRAIN
STRAIN_000820,ANI95_0008,5,INNER_TRAIN
STRAIN_000825,ANI95_0003,5,INNER_TRAIN
STRAIN_000826,ANI95_0003,5,INNER_TRAIN
STRAIN_000827,ANI95_0003,5,INNER_TRAIN
STRAIN_000828,ANI95_0001,5,INNER_TRAIN
STRAIN_000829,ANI95_0001,5,INNER_TRAIN
STRAIN_000830,ANI95_0001,5,INNER_TRAIN
STRAIN_000834,ANI95_0009,5,INNER_TRAIN
STRAIN_000838,ANI95_0001,5,INNER_TRAIN
STRAIN_000841,ANI95_0001,5,INNER_TRAIN
STRAIN_000842,ANI95_0001,5,INNER_TRAIN
STRAIN_000843,ANI95_0001,5,INNER_TRAIN
STRAIN_000844,ANI95_0001,5,INNER_TRAIN
STRAIN_000845,ANI95_0013,5,INNER_TRAIN
STRAIN_000846,ANI95_0001,5,INNER_TRAIN
STRAIN_000848,ANI95_0001,5,INNER_TRAIN
STRAIN_000849,ANI95_0001,5,INNER_TRAIN
STRAIN_000850,ANI95_0001,5,INNER_TRAIN
STRAIN_000851,ANI95_0016,5,INNER_TRAIN
STRAIN_000854,ANI95_0001,5,INNER_TRAIN
STRAIN_000855,ANI95_0003,5,INNER_TRAIN
STRAIN_000857,ANI95_0001,5,INNER_TRAIN
STRAIN_000858,ANI95_0003,5,INNER_TRAIN
STRAIN_000859,ANI95_0001,5,INNER_TRAIN
STRAIN_000860,ANI95_0002,5,INNER_TRAIN
STRAIN_000861,ANI95_0020,5,INNER_TRAIN
STRAIN_000862,ANI95_0001,5,INNER_TRAIN
STRAIN_000864,ANI95_0001,5,INNER_TRAIN
STRAIN_000865,ANI95_0001,5,INNER_TRAIN
STRAIN_000866,ANI95_0016,5,INNER_TRAIN
STRAIN_000868,ANI95_0001,5,INNER_TRAIN
STRAIN_000869,ANI95_0003,5,INNER_TRAIN
STRAIN_000872,ANI95_0002,5,INNER_TRAIN
STRAIN_000873,ANI95_0003,5,INNER_TRAIN
STRAIN_000874,ANI95_0012,5,INNER_TRAIN
STRAIN_000876,ANI95_0012,5,INNER_TRAIN
STRAIN_000877,ANI95_0001,5,INNER_TRAIN
STRAIN_000879,ANI95_0003,5,INNER_TRAIN
STRAIN_000882,ANI95_0001,5,INNER_TRAIN
STRAIN_000883,ANI95_0001,5,INNER_TRAIN
STRAIN_000884,ANI95_0001,5,INNER_TRAIN
STRAIN_000886,ANI95_0018,5,INNER_TRAIN
STRAIN_000887,ANI95_0001,5,INNER_TRAIN
STRAIN_000888,ANI95_0001,5,INNER_TRAIN
STRAIN_000889,ANI95_0012,5,INNER_TRAIN
STRAIN_000893,ANI95_0008,5,INNER_TRAIN
STRAIN_000894,ANI95_0013,5,INNER_TRAIN
STRAIN_000897,ANI95_0001,5,INNER_TRAIN
STRAIN_000898,ANI95_0001,5,INNER_TRAIN
STRAIN_000899,ANI95_0001,5,INNER_TRAIN
STRAIN_000900,ANI95_0011,5,INNER_TRAIN
STRAIN_000901,ANI95_0012,5,INNER_TRAIN
STRAIN_000902,ANI95_0001,5,INNER_TRAIN
STRAIN_000903,ANI95_0003,5,INNER_TRAIN
STRAIN_000904,ANI95_0003,5,INNER_TRAIN
STRAIN_000906,ANI95_0001,5,INNER_TRAIN
STRAIN_000909,ANI95_0001,5,INNER_TRAIN
STRAIN_000910,ANI95_0003,5,INNER_TRAIN
STRAIN_000912,ANI95_0018,5,INNER_TRAIN
STRAIN_000913,ANI95_0001,5,INNER_TRAIN
STRAIN_000914,ANI95_0008,5,INNER_TRAIN
STRAIN_000916,ANI95_0009,5,INNER_TRAIN
STRAIN_000919,ANI95_0018,5,INNER_TRAIN
STRAIN_000920,ANI95_0001,5,INNER_TRAIN
STRAIN_000923,ANI95_0092,5,INNER_TRAIN
STRAIN_000924,ANI95_0001,5,INNER_TRAIN
STRAIN_000925,ANI95_0003,5,INNER_TRAIN
STRAIN_000926,ANI95_0009,5,INNER_TRAIN
STRAIN_000927,ANI95_0001,5,INNER_TRAIN
STRAIN_000928,ANI95_0001,5,INNER_TRAIN
STRAIN_000929,ANI95_0018,5,INNER_TRAIN
STRAIN_000930,ANI95_0003,5,INNER_TRAIN
STRAIN_000932,ANI95_0001,5,INNER_TRAIN
STRAIN_000933,ANI95_0020,5,INNER_TRAIN
STRAIN_000935,ANI95_0001,5,INNER_TRAIN
STRAIN_000938,ANI95_0001,5,INNER_TRAIN
STRAIN_000939,ANI95_0001,5,INNER_TRAIN
STRAIN_000940,ANI95_0003,5,INNER_TRAIN
STRAIN_000942,ANI95_0001,5,INNER_TRAIN
STRAIN_000943,ANI95_0003,5,INNER_TRAIN
STRAIN_000944,ANI95_0009,5,INNER_TRAIN
STRAIN_000945,ANI95_0001,5,INNER_TRAIN
STRAIN_000946,ANI95_0001,5,INNER_TRAIN
STRAIN_000947,ANI95_0008,5,INNER_TRAIN
STRAIN_000949,ANI95_0001,5,INNER_TRAIN
STRAIN_000950,ANI95_0012,5,INNER_TRAIN
STRAIN_000951,ANI95_0001,5,INNER_TRAIN
STRAIN_000955,ANI95_0019,5,INNER_TRAIN
STRAIN_000957,ANI95_0001,5,INNER_TRAIN
STRAIN_000958,ANI95_0001,5,INNER_TRAIN
STRAIN_000959,ANI95_0001,5,INNER_TRAIN
STRAIN_000964,ANI95_0001,5,INNER_TRAIN
STRAIN_000970,ANI95_0001,5,INNER_TRAIN
STRAIN_000975,ANI95_0017,5,INNER_TRAIN
STRAIN_000976,ANI95_0001,5,INNER_TRAIN
STRAIN_000977,ANI95_0001,5,INNER_TRAIN
STRAIN_000980,ANI95_0001,5,INNER_TRAIN
STRAIN_000988,ANI95_0009,5,INNER_TRAIN
STRAIN_000989,ANI95_0001,5,INNER_TRAIN
STRAIN_000990,ANI95_0001,5,INNER_TRAIN
STRAIN_000993,ANI95_0002,5,INNER_TRAIN
STRAIN_000994,ANI95_0001,5,INNER_TRAIN
STRAIN_000995,ANI95_0011,5,INNER_TRAIN
STRAIN_000998,ANI95_0008,5,INNER_TRAIN
STRAIN_001005,ANI95_0001,5,INNER_TRAIN
STRAIN_001006,ANI95_0001,5,INNER_TRAIN
STRAIN_001007,ANI95_0001,5,INNER_TRAIN
STRAIN_001008,ANI95_0008,5,INNER_TRAIN
STRAIN_001010,ANI95_0002,5,INNER_TRAIN
STRAIN_001014,ANI95_0001,5,INNER_TRAIN
STRAIN_001016,ANI95_0012,5,INNER_TRAIN
STRAIN_001017,ANI95_0002,5,INNER_TRAIN
STRAIN_001018,ANI95_0001,5,INNER_TRAIN
STRAIN_001019,ANI95_0009,5,INNER_TRAIN
STRAIN_001021,ANI95_0001,5,INNER_TRAIN
STRAIN_001022,ANI95_0003,5,INNER_TRAIN
STRAIN_001025,ANI95_0001,5,INNER_TRAIN
STRAIN_000004,ANI95_0004,5,INNER_VAL
STRAIN_000005,ANI95_0004,5,INNER_VAL
STRAIN_000006,ANI95_0004,5,INNER_VAL
STRAIN_000114,ANI95_0007,5,INNER_VAL
STRAIN_000115,ANI95_0007,5,INNER_VAL
STRAIN_000121,ANI95_0050,5,INNER_VAL
STRAIN_000123,ANI95_0007,5,INNER_VAL
STRAIN_000125,ANI95_0004,5,INNER_VAL
STRAIN_000132,ANI95_0004,5,INNER_VAL
STRAIN_000133,ANI95_0054,5,INNER_VAL
STRAIN_000149,ANI95_0004,5,INNER_VAL
STRAIN_000168,ANI95_0004,5,INNER_VAL
STRAIN_000184,ANI95_0007,5,INNER_VAL
STRAIN_000190,ANI95_0004,5,INNER_VAL
STRAIN_000191,ANI95_0004,5,INNER_VAL
STRAIN_000216,ANI95_0007,5,INNER_VAL
STRAIN_000218,ANI95_0075,5,INNER_VAL
STRAIN_000219,ANI95_0007,5,INNER_VAL
STRAIN_000224,ANI95_0076,5,INNER_VAL
STRAIN_000228,ANI95_0004,5,INNER_VAL
STRAIN_000230,ANI95_0004,5,INNER_VAL
STRAIN_000232,ANI95_0007,5,INNER_VAL
STRAIN_000239,ANI95_0004,5,INNER_VAL
STRAIN_000243,ANI95_0004,5,INNER_VAL
STRAIN_000249,ANI95_0004,5,INNER_VAL
STRAIN_000268,ANI95_0004,5,INNER_VAL
STRAIN_000269,ANI95_0007,5,INNER_VAL
STRAIN_000270,ANI95_0007,5,INNER_VAL
STRAIN_000271,ANI95_0007,5,INNER_VAL
STRAIN_000276,ANI95_0007,5,INNER_VAL
STRAIN_000277,ANI95_0007,5,INNER_VAL
STRAIN_000278,ANI95_0004,5,INNER_VAL
STRAIN_000283,ANI95_0007,5,INNER_VAL
STRAIN_000315,ANI95_0004,5,INNER_VAL
STRAIN_000321,ANI95_0007,5,INNER_VAL
STRAIN_000322,ANI95_0007,5,INNER_VAL
STRAIN_000329,ANI95_0004,5,INNER_VAL
STRAIN_000334,ANI95_0007,5,INNER_VAL
STRAIN_000339,ANI95_0007,5,INNER_VAL
STRAIN_000358,ANI95_0004,5,INNER_VAL
STRAIN_000359,ANI95_0004,5,INNER_VAL
STRAIN_000364,ANI95_0007,5,INNER_VAL
STRAIN_000371,ANI95_0007,5,INNER_VAL
STRAIN_000379,ANI95_0004,5,INNER_VAL
STRAIN_000382,ANI95_0083,5,INNER_VAL
STRAIN_000391,ANI95_0004,5,INNER_VAL
STRAIN_000392,ANI95_0007,5,INNER_VAL
STRAIN_000408,ANI95_0007,5,INNER_VAL
STRAIN_000411,ANI95_0007,5,INNER_VAL
STRAIN_000415,ANI95_0007,5,INNER_VAL
STRAIN_000430,ANI95_0007,5,INNER_VAL
STRAIN_000433,ANI95_0004,5,INNER_VAL
STRAIN_000452,ANI95_0007,5,INNER_VAL
STRAIN_000470,ANI95_0004,5,INNER_VAL
STRAIN_000471,ANI95_0004,5,INNER_VAL
STRAIN_000497,ANI95_0004,5,INNER_VAL
STRAIN_000500,ANI95_0007,5,INNER_VAL
STRAIN_000509,ANI95_0004,5,INNER_VAL
STRAIN_000510,ANI95_0007,5,INNER_VAL
STRAIN_000522,ANI95_0004,5,INNER_VAL
STRAIN_000525,ANI95_0007,5,INNER_VAL
STRAIN_000527,ANI95_0007,5,INNER_VAL
STRAIN_000528,ANI95_0007,5,INNER_VAL
STRAIN_000530,ANI95_0004,5,INNER_VAL
STRAIN_000534,ANI95_0004,5,INNER_VAL
STRAIN_000539,ANI95_0004,5,INNER_VAL
STRAIN_000540,ANI95_0004,5,INNER_VAL
STRAIN_000561,ANI95_0007,5,INNER_VAL
STRAIN_000587,ANI95_0004,5,INNER_VAL
STRAIN_000597,ANI95_0004,5,INNER_VAL
STRAIN_000602,ANI95_0004,5,INNER_VAL
STRAIN_000627,ANI95_0004,5,INNER_VAL
STRAIN_000629,ANI95_0004,5,INNER_VAL
STRAIN_000647,ANI95_0004,5,INNER_VAL
STRAIN_000649,ANI95_0004,5,INNER_VAL
STRAIN_000653,ANI95_0004,5,INNER_VAL
STRAIN_000663,ANI95_0004,5,INNER_VAL
STRAIN_000665,ANI95_0004,5,INNER_VAL
STRAIN_000666,ANI95_0004,5,INNER_VAL
STRAIN_000671,ANI95_0004,5,INNER_VAL
STRAIN_000672,ANI95_0007,5,INNER_VAL
STRAIN_000684,ANI95_0004,5,INNER_VAL
STRAIN_000688,ANI95_0004,5,INNER_VAL
STRAIN_000702,ANI95_0004,5,INNER_VAL
STRAIN_000715,ANI95_0004,5,INNER_VAL
STRAIN_000738,ANI95_0004,5,INNER_VAL
STRAIN_000761,ANI95_0007,5,INNER_VAL
STRAIN_000762,ANI95_0007,5,INNER_VAL
STRAIN_000769,ANI95_0007,5,INNER_VAL
STRAIN_000770,ANI95_0007,5,INNER_VAL
STRAIN_000771,ANI95_0007,5,INNER_VAL
STRAIN_000772,ANI95_0007,5,INNER_VAL
STRAIN_000773,ANI95_0007,5,INNER_VAL
STRAIN_000774,ANI95_0007,5,INNER_VAL
STRAIN_000775,ANI95_0007,5,INNER_VAL
STRAIN_000776,ANI95_0007,5,INNER_VAL
STRAIN_000795,ANI95_0004,5,INNER_VAL
STRAIN_000799,ANI95_0004,5,INNER_VAL
STRAIN_000804,ANI95_0004,5,INNER_VAL
STRAIN_000805,ANI95_0007,5,INNER_VAL
STRAIN_000807,ANI95_0004,5,INNER_VAL
STRAIN_000811,ANI95_0007,5,INNER_VAL
STRAIN_000816,ANI95_0004,5,INNER_VAL
STRAIN_000819,ANI95_0007,5,INNER_VAL
STRAIN_000821,ANI95_0004,5,INNER_VAL
STRAIN_000823,ANI95_0007,5,INNER_VAL
STRAIN_000824,ANI95_0007,5,INNER_VAL
STRAIN_000831,ANI95_0004,5,INNER_VAL
STRAIN_000839,ANI95_0004,5,INNER_VAL
STRAIN_000840,ANI95_0007,5,INNER_VAL
STRAIN_000847,ANI95_0004,5,INNER_VAL
STRAIN_000853,ANI95_0004,5,INNER_VAL
STRAIN_000867,ANI95_0004,5,INNER_VAL
STRAIN_000878,ANI95_0004,5,INNER_VAL
STRAIN_000908,ANI95_0004,5,INNER_VAL
STRAIN_000915,ANI95_0004,5,INNER_VAL
STRAIN_000917,ANI95_0004,5,INNER_VAL
STRAIN_000918,ANI95_0004,5,INNER_VAL
STRAIN_000921,ANI95_0007,5,INNER_VAL
STRAIN_000953,ANI95_0007,5,INNER_VAL
STRAIN_000985,ANI95_0004,5,INNER_VAL
STRAIN_001009,ANI95_0007,5,INNER_VAL
STRAIN_000015,ANI95_0005,5,OUTER_TEST
STRAIN_000017,ANI95_0010,5,OUTER_TEST
STRAIN_000028,ANI95_0030,5,OUTER_TEST
STRAIN_000029,ANI95_0010,5,OUTER_TEST
STRAIN_000033,ANI95_0006,5,OUTER_TEST
STRAIN_000044,ANI95_0021,5,OUTER_TEST
STRAIN_000063,ANI95_0010,5,OUTER_TEST
STRAIN_000071,ANI95_0010,5,OUTER_TEST
STRAIN_000072,ANI95_0010,5,OUTER_TEST
STRAIN_000075,ANI95_0005,5,OUTER_TEST
STRAIN_000083,ANI95_0006,5,OUTER_TEST
STRAIN_000086,ANI95_0006,5,OUTER_TEST
STRAIN_000102,ANI95_0025,5,OUTER_TEST
STRAIN_000104,ANI95_0014,5,OUTER_TEST
STRAIN_000107,ANI95_0006,5,OUTER_TEST
STRAIN_000108,ANI95_0005,5,OUTER_TEST
STRAIN_000110,ANI95_0044,5,OUTER_TEST
STRAIN_000113,ANI95_0046,5,OUTER_TEST
STRAIN_000116,ANI95_0047,5,OUTER_TEST
STRAIN_000120,ANI95_0021,5,OUTER_TEST
STRAIN_000128,ANI95_0051,5,OUTER_TEST
STRAIN_000129,ANI95_0006,5,OUTER_TEST
STRAIN_000141,ANI95_0057,5,OUTER_TEST
STRAIN_000146,ANI95_0059,5,OUTER_TEST
STRAIN_000158,ANI95_0025,5,OUTER_TEST
STRAIN_000160,ANI95_0064,5,OUTER_TEST
STRAIN_000165,ANI95_0014,5,OUTER_TEST
STRAIN_000166,ANI95_0014,5,OUTER_TEST
STRAIN_000170,ANI95_0005,5,OUTER_TEST
STRAIN_000171,ANI95_0025,5,OUTER_TEST
STRAIN_000172,ANI95_0006,5,OUTER_TEST
STRAIN_000173,ANI95_0010,5,OUTER_TEST
STRAIN_000174,ANI95_0006,5,OUTER_TEST
STRAIN_000177,ANI95_0028,5,OUTER_TEST
STRAIN_000180,ANI95_0006,5,OUTER_TEST
STRAIN_000185,ANI95_0014,5,OUTER_TEST
STRAIN_000186,ANI95_0067,5,OUTER_TEST
STRAIN_000210,ANI95_0014,5,OUTER_TEST
STRAIN_000212,ANI95_0006,5,OUTER_TEST
STRAIN_000225,ANI95_0077,5,OUTER_TEST
STRAIN_000231,ANI95_0014,5,OUTER_TEST
STRAIN_000235,ANI95_0014,5,OUTER_TEST
STRAIN_000237,ANI95_0014,5,OUTER_TEST
STRAIN_000240,ANI95_0010,5,OUTER_TEST
STRAIN_000242,ANI95_0005,5,OUTER_TEST
STRAIN_000244,ANI95_0006,5,OUTER_TEST
STRAIN_000251,ANI95_0006,5,OUTER_TEST
STRAIN_000253,ANI95_0005,5,OUTER_TEST
STRAIN_000257,ANI95_0010,5,OUTER_TEST
STRAIN_000259,ANI95_0005,5,OUTER_TEST
STRAIN_000261,ANI95_0005,5,OUTER_TEST
STRAIN_000266,ANI95_0010,5,OUTER_TEST
STRAIN_000284,ANI95_0014,5,OUTER_TEST
STRAIN_000285,ANI95_0014,5,OUTER_TEST
STRAIN_000287,ANI95_0014,5,OUTER_TEST
STRAIN_000290,ANI95_0006,5,OUTER_TEST
STRAIN_000300,ANI95_0006,5,OUTER_TEST
STRAIN_000314,ANI95_0014,5,OUTER_TEST
STRAIN_000327,ANI95_0010,5,OUTER_TEST
STRAIN_000333,ANI95_0005,5,OUTER_TEST
STRAIN_000341,ANI95_0005,5,OUTER_TEST
STRAIN_000342,ANI95_0005,5,OUTER_TEST
STRAIN_000370,ANI95_0005,5,OUTER_TEST
STRAIN_000377,ANI95_0005,5,OUTER_TEST
STRAIN_000381,ANI95_0010,5,OUTER_TEST
STRAIN_000388,ANI95_0014,5,OUTER_TEST
STRAIN_000395,ANI95_0014,5,OUTER_TEST
STRAIN_000398,ANI95_0006,5,OUTER_TEST
STRAIN_000403,ANI95_0006,5,OUTER_TEST
STRAIN_000406,ANI95_0014,5,OUTER_TEST
STRAIN_000412,ANI95_0014,5,OUTER_TEST
STRAIN_000414,ANI95_0014,5,OUTER_TEST
STRAIN_000423,ANI95_0005,5,OUTER_TEST
STRAIN_000426,ANI95_0014,5,OUTER_TEST
STRAIN_000429,ANI95_0005,5,OUTER_TEST
STRAIN_000439,ANI95_0006,5,OUTER_TEST
STRAIN_000443,ANI95_0005,5,OUTER_TEST
STRAIN_000444,ANI95_0010,5,OUTER_TEST
STRAIN_000456,ANI95_0087,5,OUTER_TEST
STRAIN_000475,ANI95_0006,5,OUTER_TEST
STRAIN_000476,ANI95_0005,5,OUTER_TEST
STRAIN_000481,ANI95_0014,5,OUTER_TEST
STRAIN_000482,ANI95_0014,5,OUTER_TEST
STRAIN_000485,ANI95_0005,5,OUTER_TEST
STRAIN_000486,ANI95_0014,5,OUTER_TEST
STRAIN_000487,ANI95_0014,5,OUTER_TEST
STRAIN_000488,ANI95_0014,5,OUTER_TEST
STRAIN_000489,ANI95_0005,5,OUTER_TEST
STRAIN_000493,ANI95_0010,5,OUTER_TEST
STRAIN_000495,ANI95_0005,5,OUTER_TEST
STRAIN_000499,ANI95_0010,5,OUTER_TEST
STRAIN_000502,ANI95_0021,5,OUTER_TEST
STRAIN_000505,ANI95_0005,5,OUTER_TEST
STRAIN_000515,ANI95_0006,5,OUTER_TEST
STRAIN_000517,ANI95_0005,5,OUTER_TEST
STRAIN_000518,ANI95_0005,5,OUTER_TEST
STRAIN_000519,ANI95_0005,5,OUTER_TEST
STRAIN_000538,ANI95_0005,5,OUTER_TEST
STRAIN_000549,ANI95_0006,5,OUTER_TEST
STRAIN_000552,ANI95_0006,5,OUTER_TEST
STRAIN_000556,ANI95_0010,5,OUTER_TEST
STRAIN_000557,ANI95_0006,5,OUTER_TEST
STRAIN_000563,ANI95_0006,5,OUTER_TEST
STRAIN_000564,ANI95_0006,5,OUTER_TEST
STRAIN_000566,ANI95_0006,5,OUTER_TEST
STRAIN_000567,ANI95_0005,5,OUTER_TEST
STRAIN_000569,ANI95_0006,5,OUTER_TEST
STRAIN_000576,ANI95_0005,5,OUTER_TEST
STRAIN_000589,ANI95_0010,5,OUTER_TEST
STRAIN_000590,ANI95_0089,5,OUTER_TEST
STRAIN_000592,ANI95_0006,5,OUTER_TEST
STRAIN_000593,ANI95_0006,5,OUTER_TEST
STRAIN_000595,ANI95_0005,5,OUTER_TEST
STRAIN_000596,ANI95_0006,5,OUTER_TEST
STRAIN_000601,ANI95_0005,5,OUTER_TEST
STRAIN_000616,ANI95_0005,5,OUTER_TEST
STRAIN_000624,ANI95_0010,5,OUTER_TEST
STRAIN_000625,ANI95_0006,5,OUTER_TEST
STRAIN_000628,ANI95_0090,5,OUTER_TEST
STRAIN_000631,ANI95_0005,5,OUTER_TEST
STRAIN_000645,ANI95_0006,5,OUTER_TEST
STRAIN_000655,ANI95_0005,5,OUTER_TEST
STRAIN_000659,ANI95_0006,5,OUTER_TEST
STRAIN_000660,ANI95_0005,5,OUTER_TEST
STRAIN_000670,ANI95_0005,5,OUTER_TEST
STRAIN_000677,ANI95_0005,5,OUTER_TEST
STRAIN_000678,ANI95_0005,5,OUTER_TEST
STRAIN_000679,ANI95_0006,5,OUTER_TEST
STRAIN_000680,ANI95_0005,5,OUTER_TEST
STRAIN_000686,ANI95_0005,5,OUTER_TEST
STRAIN_000693,ANI95_0006,5,OUTER_TEST
STRAIN_000695,ANI95_0005,5,OUTER_TEST
STRAIN_000707,ANI95_0005,5,OUTER_TEST
STRAIN_000724,ANI95_0005,5,OUTER_TEST
STRAIN_000725,ANI95_0010,5,OUTER_TEST
STRAIN_000749,ANI95_0005,5,OUTER_TEST
STRAIN_000751,ANI95_0006,5,OUTER_TEST
STRAIN_000752,ANI95_0021,5,OUTER_TEST
STRAIN_000756,ANI95_0005,5,OUTER_TEST
STRAIN_000763,ANI95_0006,5,OUTER_TEST
STRAIN_000765,ANI95_0006,5,OUTER_TEST
STRAIN_000798,ANI95_0005,5,OUTER_TEST
STRAIN_000808,ANI95_0006,5,OUTER_TEST
STRAIN_000809,ANI95_0010,5,OUTER_TEST
STRAIN_000810,ANI95_0005,5,OUTER_TEST
STRAIN_000813,ANI95_0010,5,OUTER_TEST
STRAIN_000822,ANI95_0005,5,OUTER_TEST
STRAIN_000833,ANI95_0005,5,OUTER_TEST
STRAIN_000835,ANI95_0010,5,OUTER_TEST
STRAIN_000837,ANI95_0010,5,OUTER_TEST
STRAIN_000852,ANI95_0010,5,OUTER_TEST
STRAIN_000856,ANI95_0006,5,OUTER_TEST
STRAIN_000863,ANI95_0005,5,OUTER_TEST
STRAIN_000870,ANI95_0006,5,OUTER_TEST
STRAIN_000871,ANI95_0005,5,OUTER_TEST
STRAIN_000875,ANI95_0006,5,OUTER_TEST
STRAIN_000880,ANI95_0010,5,OUTER_TEST
STRAIN_000881,ANI95_0006,5,OUTER_TEST
STRAIN_000885,ANI95_0010,5,OUTER_TEST
STRAIN_000890,ANI95_0010,5,OUTER_TEST
STRAIN_000891,ANI95_0006,5,OUTER_TEST
STRAIN_000892,ANI95_0021,5,OUTER_TEST
STRAIN_000895,ANI95_0006,5,OUTER_TEST
STRAIN_000896,ANI95_0010,5,OUTER_TEST
STRAIN_000905,ANI95_0005,5,OUTER_TEST
STRAIN_000907,ANI95_0006,5,OUTER_TEST
STRAIN_000911,ANI95_0010,5,OUTER_TEST
STRAIN_000922,ANI95_0010,5,OUTER_TEST
STRAIN_000931,ANI95_0006,5,OUTER_TEST
STRAIN_000934,ANI95_0005,5,OUTER_TEST
STRAIN_000936,ANI95_0006,5,OUTER_TEST
STRAIN_000937,ANI95_0006,5,OUTER_TEST
STRAIN_000941,ANI95_0006,5,OUTER_TEST
STRAIN_000948,ANI95_0006,5,OUTER_TEST
STRAIN_000952,ANI95_0006,5,OUTER_TEST
STRAIN_000956,ANI95_0005,5,OUTER_TEST
STRAIN_000967,ANI95_0005,5,OUTER_TEST
STRAIN_000969,ANI95_0010,5,OUTER_TEST
STRAIN_000979,ANI95_0005,5,OUTER_TEST
STRAIN_000991,ANI95_0006,5,OUTER_TEST
STRAIN_001011,ANI95_0005,5,OUTER_TEST
STRAIN_001012,ANI95_0005,5,OUTER_TEST
STRAIN_001013,ANI95_0028,5,OUTER_TEST
STRAIN_001015,ANI95_0006,5,OUTER_TEST
STRAIN_001023,ANI95_0005,5,OUTER_TEST
STRAIN_001024,ANI95_0021,5,OUTER_TEST
