outer_fold,strain_entity_id,species,nearclone_block,original_outer_fold,role
2,STRAIN_000161,Bifidobacterium dentium,NC_0179,1,INNER_TRAIN
2,STRAIN_000162,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
2,STRAIN_000163,Bifidobacterium adolescentis,NC_0180,3,INNER_TRAIN
2,STRAIN_000164,Phaeobacter inhibens,NC_0181,1,INNER_TRAIN
2,STRAIN_000165,Bacillus subtilis subsp. subtilis str.,NC_0012,4,INNER_TRAIN
2,STRAIN_000166,Bacillus subtilis subsp. subtilis str.,NC_0012,4,INNER_TRAIN
2,STRAIN_000167,Bifidobacterium bifidum,NC_0182,5,INNER_TRAIN
2,STRAIN_000168,Lacticaseibacillus paracasei subsp. paracasei 8700:2,NC_0075,4,INNER_TRAIN
2,STRAIN_000169,Bifidobacterium breve DSM 20213 = JCM 1192,NC_0037,5,INNER_TRAIN
2,STRAIN_000170,Limosilactobacillus fermentum,NC_0028,3,INNER_TRAIN
2,STRAIN_000172,Limosilactobacillus reuteri,NC_0031,1,INNER_TRAIN
2,STRAIN_000173,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
2,STRAIN_000175,Bifidobacterium bifidum,NC_0184,3,INNER_TRAIN
2,STRAIN_000177,Lactobacillus crispatus,NC_0186,3,INNER_TRAIN
2,STRAIN_000178,Bifidobacterium bifidum,NC_0187,5,INNER_TRAIN
2,STRAIN_000180,Limosilactobacillus reuteri subsp. rodentium,NC_0189,5,INNER_TRAIN
2,STRAIN_000181,Lacticaseibacillus rhamnosus,NC_0023,4,INNER_TRAIN
2,STRAIN_000182,Pantoea sp.,NC_0190,1,INNER_TRAIN
2,STRAIN_000183,Lactobacillus delbrueckii subsp. bulgaricus,NC_0191,5,INNER_TRAIN
2,STRAIN_000184,Streptococcus thermophilus,NC_0007,4,INNER_TRAIN
2,STRAIN_000185,Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051 = DSM 10,NC_0012,4,INNER_TRAIN
2,STRAIN_000186,Rahnella aceris,NC_0192,1,INNER_TRAIN
2,STRAIN_000187,Lactobacillus helveticus,NC_0193,4,INNER_TRAIN
2,STRAIN_000188,Lactobacillus delbrueckii subsp. bulgaricus,NC_0194,1,INNER_TRAIN
2,STRAIN_000189,Lactococcus lactis subsp. lactis,NC_0016,4,INNER_TRAIN
2,STRAIN_000190,Lacticaseibacillus paracasei,NC_0013,1,INNER_TRAIN
2,STRAIN_000191,Lacticaseibacillus paracasei,NC_0013,1,INNER_TRAIN
2,STRAIN_000193,Carnobacterium sp.,NC_0196,5,INNER_TRAIN
2,STRAIN_000194,Rhodopseudomonas palustris,NC_0197,1,INNER_TRAIN
2,STRAIN_000196,Bifidobacterium longum subsp. longum,NC_0022,3,INNER_TRAIN
2,STRAIN_000197,Bifidobacterium longum subsp. infantis,NC_0199,3,INNER_TRAIN
2,STRAIN_000198,Bacillus amyloliquefaciens DSM 7 = ATCC 23350,NC_0200,3,INNER_TRAIN
2,STRAIN_000199,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
2,STRAIN_000202,Bifidobacterium longum subsp. longum,NC_0203,1,INNER_TRAIN
2,STRAIN_000203,Weissella koreensis,NC_0204,4,INNER_TRAIN
2,STRAIN_000207,Streptococcus salivarius,NC_0205,3,INNER_TRAIN
2,STRAIN_000208,Bifidobacterium breve,NC_0206,5,INNER_TRAIN
2,STRAIN_000209,Lacticaseibacillus rhamnosus,NC_0005,5,INNER_TRAIN
2,STRAIN_000211,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_TRAIN
2,STRAIN_000215,Limosilactobacillus mucosae,NC_0209,5,INNER_TRAIN
2,STRAIN_000216,Streptococcus thermophilus,NC_0050,3,INNER_TRAIN
2,STRAIN_000217,Bifidobacterium animalis subsp. animalis,NC_0210,5,INNER_TRAIN
2,STRAIN_000219,Streptococcus thermophilus,NC_0007,4,INNER_TRAIN
2,STRAIN_000221,Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088,NC_0018,5,INNER_TRAIN
2,STRAIN_000224,Megasphaera elsdenii,NC_0213,4,INNER_TRAIN
2,STRAIN_000228,Lacticaseibacillus casei,NC_0075,4,INNER_TRAIN
2,STRAIN_000229,Lactococcus cremoris subsp. cremoris,NC_0051,3,INNER_TRAIN
2,STRAIN_000230,Lacticaseibacillus paracasei,NC_0013,1,INNER_TRAIN
2,STRAIN_000231,Bacillus subtilis subsp. subtilis str.,NC_0217,1,INNER_TRAIN
2,STRAIN_000233,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
2,STRAIN_000234,Lactococcus lactis subsp. lactis,NC_0052,3,INNER_TRAIN
2,STRAIN_000235,Bacillus subtilis subsp. subtilis,NC_0012,4,INNER_TRAIN
2,STRAIN_000236,Bifidobacterium thermophilum,NC_0219,4,INNER_TRAIN
2,STRAIN_000237,Bacillus subtilis subsp. subtilis str.,NC_0078,3,INNER_TRAIN
2,STRAIN_000238,Levilactobacillus brevis,NC_0220,4,INNER_TRAIN
2,STRAIN_000239,Lacticaseibacillus paracasei,NC_0013,1,INNER_TRAIN
2,STRAIN_000240,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
2,STRAIN_000241,Lactiplantibacillus plantarum subsp. plantarum P-8,NC_0009,5,INNER_TRAIN
2,STRAIN_000243,Lacticaseibacillus paracasei,NC_0013,1,INNER_TRAIN
2,STRAIN_000244,Limosilactobacillus reuteri,NC_0222,3,INNER_TRAIN
2,STRAIN_000245,Lactiplantibacillus plantarum 16,NC_0009,5,INNER_TRAIN
2,STRAIN_000248,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_TRAIN
2,STRAIN_000249,Lacticaseibacillus paracasei,NC_0049,4,INNER_TRAIN
2,STRAIN_000250,Lactobacillus helveticus,NC_0224,4,INNER_TRAIN
2,STRAIN_000252,Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456,NC_0032,5,INNER_TRAIN
2,STRAIN_000254,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
2,STRAIN_000255,Lactococcus cremoris subsp. cremoris,NC_0227,5,INNER_TRAIN
2,STRAIN_000256,Levilactobacillus brevis ATCC 14869 = DSM 20054,NC_0053,1,INNER_TRAIN
2,STRAIN_000257,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
2,STRAIN_000259,Limosilactobacillus fermentum,NC_0028,3,INNER_TRAIN
2,STRAIN_000260,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
2,STRAIN_000261,Limosilactobacillus fermentum,NC_0228,5,INNER_TRAIN
2,STRAIN_000263,Lactococcus lactis subsp. lactis,NC_0229,1,INNER_TRAIN
2,STRAIN_000265,Bifidobacterium longum,NC_0231,4,INNER_TRAIN
2,STRAIN_000266,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
2,STRAIN_000267,Lacticaseibacillus rhamnosus,NC_0068,1,INNER_TRAIN
2,STRAIN_000268,Lacticaseibacillus casei,NC_0232,4,INNER_TRAIN
2,STRAIN_000269,Streptococcus thermophilus,NC_0233,4,INNER_TRAIN
2,STRAIN_000270,Streptococcus thermophilus,NC_0234,4,INNER_TRAIN
2,STRAIN_000271,Streptococcus thermophilus,NC_0235,1,INNER_TRAIN
2,STRAIN_000273,Bifidobacterium breve,NC_0237,3,INNER_TRAIN
2,STRAIN_000274,Bifidobacterium breve,NC_0079,5,INNER_TRAIN
2,STRAIN_000276,Streptococcus thermophilus,NC_0238,1,INNER_TRAIN
2,STRAIN_000278,Lacticaseibacillus paracasei,NC_0081,3,INNER_TRAIN
2,STRAIN_000281,Lacticaseibacillus rhamnosus DSM 20021 = JCM 1136 = NBRC 3425,NC_0005,5,INNER_TRAIN
2,STRAIN_000283,Streptococcus thermophilus,NC_0007,4,INNER_TRAIN
2,STRAIN_000284,Bacillus subtilis subsp. subtilis str.,NC_0012,4,INNER_TRAIN
2,STRAIN_000285,Bacillus subtilis subsp. subtilis str.,NC_0012,4,INNER_TRAIN
2,STRAIN_000286,Bifidobacterium adolescentis,NC_0240,4,INNER_TRAIN
2,STRAIN_000287,Bacillus subtilis subsp. subtilis str. OH 131.1,NC_0241,1,INNER_TRAIN
2,STRAIN_000289,Lacticaseibacillus rhamnosus,NC_0023,4,INNER_TRAIN
2,STRAIN_000290,Limosilactobacillus reuteri,NC_0243,3,INNER_TRAIN
2,STRAIN_000293,Lacticaseibacillus paracasei,NC_0244,4,INNER_TRAIN
2,STRAIN_000295,Bifidobacterium bifidum,NC_0032,5,INNER_TRAIN
2,STRAIN_000296,Bifidobacterium longum subsp. longum,NC_0022,3,INNER_TRAIN
2,STRAIN_000297,Bifidobacterium adolescentis,NC_0246,5,INNER_TRAIN
2,STRAIN_000298,Bifidobacterium thermophilum,NC_0247,5,INNER_TRAIN
2,STRAIN_000299,Lacticaseibacillus rhamnosus,NC_0248,5,INNER_TRAIN
2,STRAIN_000301,Lactiplantibacillus plantarum,NC_0038,3,INNER_TRAIN
2,STRAIN_000302,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
2,STRAIN_000303,Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505,NC_0082,3,INNER_TRAIN
2,STRAIN_000304,Bifidobacterium bifidum ATCC 29521 = JCM 1255 =,NC_0032,5,INNER_TRAIN
2,STRAIN_000305,Bifidobacterium longum subsp. longum,NC_0250,1,INNER_TRAIN
2,STRAIN_000308,Levilactobacillus brevis,NC_0253,1,INNER_TRAIN
2,STRAIN_000311,Azotobacter chroococcum,NC_0254,4,INNER_TRAIN
2,STRAIN_000312,Bifidobacterium adolescentis,NC_0255,3,INNER_TRAIN
2,STRAIN_000314,Bacillus subtilis subsp. subtilis,NC_0012,4,INNER_TRAIN
2,STRAIN_000317,Bifidobacterium longum,NC_0256,4,INNER_TRAIN
2,STRAIN_000321,Streptococcus thermophilus,NC_0258,1,INNER_TRAIN
2,STRAIN_000322,Streptococcus thermophilus,NC_0259,3,INNER_TRAIN
2,STRAIN_000325,Lactiplantibacillus plantarum,NC_0054,1,INNER_TRAIN
2,STRAIN_000326,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_TRAIN
2,STRAIN_000327,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
2,STRAIN_000328,Bifidobacterium pseudocatenulatum,NC_0261,5,INNER_TRAIN
2,STRAIN_000329,Lacticaseibacillus paracasei,NC_0262,4,INNER_TRAIN
2,STRAIN_000330,Lactiplantibacillus plantarum,NC_0017,1,INNER_TRAIN
2,STRAIN_000333,Limosilactobacillus fermentum,NC_0265,1,INNER_TRAIN
2,STRAIN_000334,Streptococcus thermophilus,NC_0007,4,INNER_TRAIN
2,STRAIN_000335,Lacticaseibacillus rhamnosus,NC_0266,1,INNER_TRAIN
2,STRAIN_000336,Lactiplantibacillus plantarum,NC_0009,5,INNER_TRAIN
2,STRAIN_000337,Lactiplantibacillus plantarum,NC_0054,1,INNER_TRAIN
2,STRAIN_000338,Lactobacillus helveticus,NC_0267,3,INNER_TRAIN
2,STRAIN_000339,Streptococcus thermophilus,NC_0007,4,INNER_TRAIN
2,STRAIN_000341,Limosilactobacillus fermentum,NC_0041,4,INNER_TRAIN
2,STRAIN_000342,Limosilactobacillus fermentum,NC_0268,1,INNER_TRAIN
2,STRAIN_000343,Bifidobacterium adolescentis,NC_0269,4,INNER_TRAIN
2,STRAIN_000345,Lacticaseibacillus casei,NC_0270,1,INNER_TRAIN
2,STRAIN_000346,Bifidobacterium bifidum,NC_0055,5,INNER_TRAIN
2,STRAIN_000347,Bifidobacterium bifidum,NC_0271,1,INNER_TRAIN
2,STRAIN_000348,Bifidobacterium bifidum,NC_0272,5,INNER_TRAIN
2,STRAIN_000349,Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456,NC_0032,5,INNER_TRAIN
2,STRAIN_000350,Bifidobacterium breve DSM 20213 =,NC_0037,5,INNER_TRAIN
2,STRAIN_000352,Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505,NC_0082,3,INNER_TRAIN
2,STRAIN_000354,Bifidobacterium dentium JCM 1195 = DSM 20436,NC_0073,1,INNER_TRAIN
2,STRAIN_000355,Bifidobacterium longum subsp. longum,NC_0084,1,INNER_TRAIN
2,STRAIN_000357,Lacticaseibacillus rhamnosus,NC_0005,5,INNER_TRAIN
2,STRAIN_000358,Lacticaseibacillus paracasei,NC_0275,1,INNER_TRAIN
2,STRAIN_000359,Lacticaseibacillus paracasei,NC_0025,3,INNER_TRAIN
2,STRAIN_000362,Lactiplantibacillus plantarum subsp. plantarum,NC_0010,3,INNER_TRAIN
2,STRAIN_000364,Streptococcus thermophilus,NC_0007,4,INNER_TRAIN
2,STRAIN_000367,Bifidobacterium breve,NC_0085,3,INNER_TRAIN
2,STRAIN_000368,Bifidobacterium longum,NC_0278,5,INNER_TRAIN
2,STRAIN_000369,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
2,STRAIN_000370,Limosilactobacillus fermentum,NC_0041,4,INNER_TRAIN
2,STRAIN_000371,Streptococcus thermophilus,NC_0007,4,INNER_TRAIN
2,STRAIN_000372,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
2,STRAIN_000373,Lactobacillus helveticus,NC_0279,1,INNER_TRAIN
2,STRAIN_000375,Lactococcus lactis subsp. lactis,NC_0052,3,INNER_TRAIN
2,STRAIN_000380,Levilactobacillus brevis ATCC 14869 =,NC_0053,1,INNER_TRAIN
2,STRAIN_000381,Lactobacillus acidophilus DSM 20079 = JCM 1132 = NBRC 13951 = CIP 76.13,NC_0002,4,INNER_TRAIN
2,STRAIN_000382,Lactobacillus crispatus DSM 20584 = JCM 1185 = ATCC 33820,NC_0281,4,INNER_TRAIN
2,STRAIN_000383,Lacticaseibacillus rhamnosus DSM 20021 = JCM 1136 = NBRC 3425,NC_0005,5,INNER_TRAIN
2,STRAIN_000385,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
2,STRAIN_000387,Bifidobacterium longum subsp. longum,NC_0283,1,INNER_TRAIN
2,STRAIN_000388,Bacillus subtilis subsp. subtilis,NC_0078,3,INNER_TRAIN
2,STRAIN_000389,Lactobacillus delbrueckii subsp. bulgaricus,NC_0086,1,INNER_TRAIN
2,STRAIN_000390,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
2,STRAIN_000392,Streptococcus thermophilus,NC_0029,1,INNER_TRAIN
2,STRAIN_000393,Levilactobacillus brevis,NC_0030,4,INNER_TRAIN
2,STRAIN_000394,Levilactobacillus brevis,NC_0030,4,INNER_TRAIN
2,STRAIN_000395,Bacillus subtilis subsp. subtilis,NC_0012,4,INNER_TRAIN
2,STRAIN_000396,Lactiplantibacillus plantarum,NC_0017,1,INNER_TRAIN
2,STRAIN_000397,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
2,STRAIN_000398,Limosilactobacillus reuteri,NC_0284,1,INNER_TRAIN
2,STRAIN_000399,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
2,STRAIN_000400,Lactiplantibacillus plantarum,NC_0017,1,INNER_TRAIN
2,STRAIN_000401,Lactococcus lactis,NC_0087,5,INNER_TRAIN
2,STRAIN_000404,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
2,STRAIN_000405,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
2,STRAIN_000406,Bacillus subtilis subsp. subtilis,NC_0012,4,INNER_TRAIN
2,STRAIN_000408,Streptococcus thermophilus,NC_0007,4,INNER_TRAIN
2,STRAIN_000409,Lactiplantibacillus plantarum,NC_0287,5,INNER_TRAIN
2,STRAIN_000410,Levilactobacillus brevis,NC_0288,1,INNER_TRAIN
2,STRAIN_000411,Streptococcus thermophilus,NC_0029,1,INNER_TRAIN
2,STRAIN_000412,Bacillus subtilis subsp. subtilis,NC_0012,4,INNER_TRAIN
2,STRAIN_000414,Bacillus subtilis subsp. subtilis,NC_0012,4,INNER_TRAIN
2,STRAIN_000416,Lactiplantibacillus plantarum,NC_0010,3,INNER_TRAIN
2,STRAIN_000417,Bifidobacterium longum,NC_0035,4,INNER_TRAIN
2,STRAIN_000418,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
2,STRAIN_000419,Lacticaseibacillus rhamnosus,NC_0015,3,INNER_TRAIN
2,STRAIN_000420,Levilactobacillus brevis,NC_0290,5,INNER_TRAIN
2,STRAIN_000423,Limosilactobacillus fermentum,NC_0293,3,INNER_TRAIN
2,STRAIN_000426,Bacillus subtilis subsp. subtilis,NC_0012,4,INNER_TRAIN
2,STRAIN_000428,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_TRAIN
2,STRAIN_000430,Streptococcus thermophilus,NC_0007,4,INNER_TRAIN
2,STRAIN_000431,Lactococcus cremoris subsp. cremoris,NC_0295,4,INNER_TRAIN
2,STRAIN_000432,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
2,STRAIN_000433,Lacticaseibacillus casei,NC_0043,5,INNER_TRAIN
2,STRAIN_000435,Lactiplantibacillus plantarum,NC_0296,3,INNER_TRAIN
2,STRAIN_000436,Lactiplantibacillus plantarum,NC_0297,5,INNER_TRAIN
2,STRAIN_000438,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
2,STRAIN_000440,Lactiplantibacillus plantarum subsp. plantarum,NC_0299,3,INNER_TRAIN
2,STRAIN_000441,Bifidobacterium longum subsp. longum,NC_0300,5,INNER_TRAIN
2,STRAIN_000443,Limosilactobacillus fermentum,NC_0301,5,INNER_TRAIN
2,STRAIN_000444,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
2,STRAIN_000445,Lactobacillus delbrueckii subsp. bulgaricus,NC_0086,1,INNER_TRAIN
2,STRAIN_000447,Lacticaseibacillus rhamnosus,NC_0302,3,INNER_TRAIN
2,STRAIN_000451,Lactiplantibacillus plantarum,NC_0038,3,INNER_TRAIN
2,STRAIN_000452,Streptococcus thermophilus,NC_0007,4,INNER_TRAIN
2,STRAIN_000454,Lactiplantibacillus plantarum,NC_0010,3,INNER_TRAIN
2,STRAIN_000455,Bifidobacterium breve,NC_0306,5,INNER_TRAIN
2,STRAIN_000456,Lactobacillus amylolyticus,NC_0307,4,INNER_TRAIN
2,STRAIN_000457,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_TRAIN
2,STRAIN_000458,Lactococcus cremoris,NC_0051,3,INNER_TRAIN
2,STRAIN_000459,Lactococcus lactis subsp. lactis,NC_0308,3,INNER_TRAIN
2,STRAIN_000460,Lactococcus lactis subsp. lactis,NC_0089,5,INNER_TRAIN
2,STRAIN_000461,Lactococcus lactis subsp. lactis,NC_0016,4,INNER_TRAIN
2,STRAIN_000462,Lactococcus lactis subsp. lactis,NC_0016,4,INNER_TRAIN
2,STRAIN_000463,Lactococcus cremoris,NC_0051,3,INNER_TRAIN
2,STRAIN_000464,Lactococcus lactis subsp. lactis,NC_0016,4,INNER_TRAIN
2,STRAIN_000465,Lactococcus cremoris,NC_0309,5,INNER_TRAIN
2,STRAIN_000467,Lactococcus cremoris,NC_0087,5,INNER_TRAIN
2,STRAIN_000468,Lactococcus lactis subsp. lactis,NC_0310,5,INNER_TRAIN
2,STRAIN_000469,Lactococcus lactis subsp. lactis,NC_0089,5,INNER_TRAIN
2,STRAIN_000470,Lacticaseibacillus paracasei,NC_0025,3,INNER_TRAIN
2,STRAIN_000471,Lacticaseibacillus casei,NC_0013,1,INNER_TRAIN
2,STRAIN_000472,Levilactobacillus brevis,NC_0311,5,INNER_TRAIN
2,STRAIN_000475,Limosilactobacillus reuteri,NC_0314,3,INNER_TRAIN
2,STRAIN_000476,Limosilactobacillus fermentum,NC_0036,1,INNER_TRAIN
2,STRAIN_000477,Lactococcus lactis subsp. lactis bv. diacetylactis,NC_0016,4,INNER_TRAIN
2,STRAIN_000478,Lacticaseibacillus rhamnosus,NC_0015,3,INNER_TRAIN
2,STRAIN_000480,Lactiplantibacillus plantarum,NC_0021,1,INNER_TRAIN
2,STRAIN_000481,Bacillus subtilis subsp. subtilis,NC_0058,4,INNER_TRAIN
2,STRAIN_000482,Bacillus subtilis subsp. subtilis,NC_0058,4,INNER_TRAIN
2,STRAIN_000483,Levilactobacillus brevis,NC_0315,3,INNER_TRAIN
2,STRAIN_000484,Lacticaseibacillus casei,NC_0090,3,INNER_TRAIN
2,STRAIN_000486,Bacillus subtilis subsp. subtilis,NC_0058,4,INNER_TRAIN
2,STRAIN_000487,Bacillus subtilis subsp. subtilis,NC_0317,4,INNER_TRAIN
2,STRAIN_000488,Bacillus subtilis subsp. subtilis,NC_0318,3,INNER_TRAIN
2,STRAIN_000489,Limosilactobacillus fermentum,NC_0319,3,INNER_TRAIN
2,STRAIN_000490,Lactiplantibacillus plantarum,NC_0021,1,INNER_TRAIN
2,STRAIN_000492,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
2,STRAIN_000493,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
2,STRAIN_000494,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_TRAIN
2,STRAIN_000495,Limosilactobacillus fermentum,NC_0320,1,INNER_TRAIN
2,STRAIN_000496,Lactiplantibacillus plantarum,NC_0321,3,INNER_TRAIN
2,STRAIN_000497,Lacticaseibacillus paracasei,NC_0322,1,INNER_TRAIN
2,STRAIN_000498,Bifidobacterium pseudolongum,NC_0323,5,INNER_TRAIN
2,STRAIN_000499,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
2,STRAIN_000500,Streptococcus thermophilus,NC_0324,4,INNER_TRAIN
2,STRAIN_000501,Lactiplantibacillus plantarum,NC_0059,3,INNER_TRAIN
2,STRAIN_000502,Lactobacillus gasseri,NC_0325,3,INNER_TRAIN
2,STRAIN_000503,Lacticaseibacillus rhamnosus,NC_0023,4,INNER_TRAIN
2,STRAIN_000504,Levilactobacillus brevis,NC_0326,4,INNER_TRAIN
2,STRAIN_000505,Limosilactobacillus fermentum,NC_0327,1,INNER_TRAIN
2,STRAIN_000506,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_TRAIN
2,STRAIN_000507,Lacticaseibacillus rhamnosus,NC_0023,4,INNER_TRAIN
2,STRAIN_000508,Lactiplantibacillus plantarum,NC_0021,1,INNER_TRAIN
2,STRAIN_000509,Lacticaseibacillus paracasei,NC_0043,5,INNER_TRAIN
2,STRAIN_000511,Lactiplantibacillus plantarum,NC_0038,3,INNER_TRAIN
2,STRAIN_000512,Levilactobacillus brevis,NC_0329,3,INNER_TRAIN
2,STRAIN_000513,Levilactobacillus brevis,NC_0330,5,INNER_TRAIN
2,STRAIN_000515,Limosilactobacillus reuteri,NC_0331,3,INNER_TRAIN
2,STRAIN_000517,Limosilactobacillus fermentum,NC_0041,4,INNER_TRAIN
2,STRAIN_000518,Limosilactobacillus fermentum,NC_0332,4,INNER_TRAIN
2,STRAIN_000520,Lactococcus lactis subsp. lactis,NC_0091,5,INNER_TRAIN
2,STRAIN_000521,Lactococcus lactis subsp. lactis,NC_0091,5,INNER_TRAIN
2,STRAIN_000522,Lacticaseibacillus paracasei subsp. paracasei,NC_0060,5,INNER_TRAIN
2,STRAIN_000525,Streptococcus thermophilus,NC_0007,4,INNER_TRAIN
2,STRAIN_000526,Bifidobacterium bifidum,NC_0055,5,INNER_TRAIN
2,STRAIN_000527,Streptococcus thermophilus,NC_0336,4,INNER_TRAIN
2,STRAIN_000528,Streptococcus thermophilus,NC_0029,1,INNER_TRAIN
2,STRAIN_000529,Lacticaseibacillus rhamnosus,NC_0005,5,INNER_TRAIN
2,STRAIN_000530,Lacticaseibacillus paracasei,NC_0013,1,INNER_TRAIN
2,STRAIN_000531,Lactobacillus helveticus,NC_0337,1,INNER_TRAIN
2,STRAIN_000532,Lactobacillus helveticus,NC_0338,1,INNER_TRAIN
2,STRAIN_000533,Lactobacillus helveticus,NC_0339,3,INNER_TRAIN
2,STRAIN_000535,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
2,STRAIN_000537,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
2,STRAIN_000538,Limosilactobacillus fermentum,NC_0341,5,INNER_TRAIN
2,STRAIN_000539,Lacticaseibacillus paracasei subsp. paracasei,NC_0060,5,INNER_TRAIN
2,STRAIN_000541,Lactiplantibacillus plantarum subsp. plantarum,NC_0093,3,INNER_TRAIN
2,STRAIN_000542,Bifidobacterium breve,NC_0094,5,INNER_TRAIN
2,STRAIN_000543,Heyndrickxia coagulans,NC_0342,4,INNER_TRAIN
2,STRAIN_000545,Lacticaseibacillus rhamnosus,NC_0005,5,INNER_TRAIN
2,STRAIN_000547,Lactiplantibacillus plantarum,NC_0010,3,INNER_TRAIN
2,STRAIN_000548,Lactiplantibacillus plantarum,NC_0010,3,INNER_TRAIN
2,STRAIN_000549,Limosilactobacillus reuteri,NC_0095,3,INNER_TRAIN
2,STRAIN_000552,Limosilactobacillus reuteri,NC_0095,3,INNER_TRAIN
2,STRAIN_000554,Lacticaseibacillus rhamnosus,NC_0014,3,INNER_TRAIN
2,STRAIN_000556,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
2,STRAIN_000559,Lacticaseibacillus rhamnosus,NC_0005,5,INNER_TRAIN
2,STRAIN_000560,Lacticaseibacillus rhamnosus,NC_0005,5,INNER_TRAIN
2,STRAIN_000561,Streptococcus thermophilus,NC_0007,4,INNER_TRAIN
2,STRAIN_000562,Lactiplantibacillus plantarum,NC_0010,3,INNER_TRAIN
2,STRAIN_000563,Limosilactobacillus reuteri,NC_0061,1,INNER_TRAIN
2,STRAIN_000564,Limosilactobacillus reuteri,NC_0061,1,INNER_TRAIN
2,STRAIN_000566,Limosilactobacillus reuteri,NC_0061,1,INNER_TRAIN
2,STRAIN_000567,Limosilactobacillus fermentum,NC_0346,5,INNER_TRAIN
2,STRAIN_000568,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
2,STRAIN_000569,Limosilactobacillus reuteri,NC_0347,3,INNER_TRAIN
2,STRAIN_000571,Lactiplantibacillus plantarum,NC_0054,1,INNER_TRAIN
2,STRAIN_000573,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
2,STRAIN_000574,Lactiplantibacillus plantarum,NC_0001,1,INNER_TRAIN
2,STRAIN_000575,Levilactobacillus brevis,NC_0030,4,INNER_TRAIN
2,STRAIN_000576,Limosilactobacillus fermentum,NC_0062,1,INNER_TRAIN
2,STRAIN_000579,Lactiplantibacillus plantarum,NC_0021,1,INNER_TRAIN
2,STRAIN_000580,Lacticaseibacillus rhamnosus,NC_0005,5,INNER_TRAIN
2,STRAIN_000581,Bifidobacterium bifidum,NC_0349,3,INNER_TRAIN
2,STRAIN_000583,Lactiplantibacillus plantarum,NC_0010,3,INNER_TRAIN
2,STRAIN_000584,Lactiplantibacillus plantarum,NC_0350,4,INNER_TRAIN
2,STRAIN_000586,Lactiplantibacillus plantarum,NC_0351,4,INNER_TRAIN
2,STRAIN_000588,Lactiplantibacillus plantarum,NC_0006,5,INNER_TRAIN
2,STRAIN_000589,Lactobacillus acidophilus,NC_0002,4,INNER_TRAIN
2,STRAIN_000590,Levilactobacillus brevis,NC_0353,1,INNER_TRAIN
2,STRAIN_000592,Limosilactobacillus reuteri,NC_0354,4,INNER_TRAIN
2,STRAIN_000593,Limosilactobacillus reuteri,NC_0355,4,INNER_TRAIN
2,STRAIN_000594,Lactiplantibacillus plantarum,NC_0010,3,INNER_TRAIN
2,STRAIN_000597,Lacticaseibacillus paracasei,NC_0081,3,INNER_TRAIN
2,STRAIN_000599,Lactococcus lactis,NC_0098,3,INNER_TRAIN
