strain_entity_id,assembly_stem,assembly_accessions,n_supporting_records,n_supporting_sources,supporting_sources,identity_status,lineage_95_block,outer_fold
STRAIN_000264,ASM000496265,GCA_000496265;GCA_000496265.1;GCF_000496265;GCF_000496265.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0027,3
STRAIN_000265,ASM000497735,GCA_000497735;GCA_000497735.1;GCF_000497735;GCF_000497735.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0002,5
STRAIN_000266,ASM000497795,GCA_000497795;GCA_000497795.1;GCF_000497795;GCF_000497795.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0010,4
STRAIN_000268,ASM000510825,GCA_000510825;GCA_000510825.1;GCF_000510825;GCF_000510825.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0004,1
STRAIN_000269,ASM000521285,GCA_000521285;GCA_000521285.1;GCF_000521285;GCF_000521285.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0007,3
STRAIN_000270,ASM000521305,GCA_000521305;GCA_000521305.1;GCF_000521305;GCF_000521305.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0007,3
STRAIN_000271,ASM000521325,GCA_000521325;GCA_000521325.1;GCF_000521325;GCF_000521325.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0007,3
STRAIN_000272,ASM000525715,GCA_000525715;GCA_000525715.1;GCF_000525715;GCF_000525715.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0017,3
STRAIN_000273,ASM000568895,GCA_000568895;GCA_000568895.1;GCF_000568895;GCF_000568895.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0012,4
STRAIN_000274,ASM000568975,GCA_000568975;GCA_000568975.1;GCF_000568975;GCF_000568975.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0012,4
STRAIN_000275,ASM000569035,GCA_000569035;GCA_000569035.1;GCF_000569035;GCF_000569035.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0012,4
STRAIN_000276,ASM000572065,GCA_000572065;GCA_000572065.1;GCF_000572065;GCF_000572065.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0007,3
STRAIN_000277,ASM000572095,GCA_000572095;GCA_000572095.1;GCF_000572095;GCF_000572095.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0007,3
STRAIN_000278,ASM000582665,GCA_000582665;GCA_000582665.1;GCF_000582665;GCF_000582665.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0004,1
STRAIN_000279,ASM000612705,GCA_000612705;GCA_000612705.1;GCF_000612705;GCF_000612705.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0011,2
STRAIN_000280,ASM000615205,GCA_000615205;GCA_000615205.1;GCF_000615205;GCF_000615205.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0018,5
STRAIN_000281,ASM000615245,GCA_000615245;GCA_000615245.1;GCF_000615245;GCF_000615245.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0003,3
STRAIN_000282,ASM000695895,GCA_000695895;GCA_000695895.1;GCF_000695895;GCF_000695895.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0011,2
STRAIN_000283,ASM000698885,GCA_000698885;GCA_000698885.1;GCF_000698885;GCF_000698885.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0007,3
STRAIN_000284,ASM000699465,GCA_000699465;GCA_000699465.1;GCF_000699465;GCF_000699465.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0014,4
STRAIN_000285,ASM000699525,GCA_000699525;GCA_000699525.1;GCF_000699525;GCF_000699525.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0014,4
STRAIN_000286,ASM000702865,GCA_000702865;GCA_000702865.1;GCF_000702865;GCF_000702865.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0016,4
STRAIN_000287,ASM000706705,GCA_000706705;GCA_000706705.1;GCF_000706705;GCF_000706705.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0014,4
STRAIN_000288,ASM000708005,GCA_000708005;GCA_000708005.1;GCF_000708005;GCF_000708005.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0020,3
STRAIN_000289,ASM000712495,GCA_000712495;GCA_000712495.1;GCF_000712495;GCF_000712495.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0003,3
STRAIN_000290,ASM000712555,GCA_000712555;GCA_000712555.1;GCF_000712555;GCF_000712555.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0006,1
STRAIN_000291,ASM000730125,GCA_000730125;GCA_000730125.1;GCF_000730125;GCF_000730125.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0002,5
STRAIN_000292,ASM000731855,GCA_000731855;GCA_000731855.1;GCF_000731855;GCF_000731855.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000294,ASM000737885,GCA_000737885;GCA_000737885.1;GCF_000737885;GCF_000737885.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0016,4
STRAIN_000295,ASM000741085,GCA_000741085;GCA_000741085.1;GCF_000741085;GCF_000741085.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0013,2
STRAIN_000296,ASM000741245,GCA_000741245;GCA_000741245.1;GCF_000741245;GCF_000741245.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0002,5
STRAIN_000297,ASM000741415,GCA_000741415;GCA_000741415.1;GCF_000741415;GCF_000741415.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0016,4
STRAIN_000298,ASM000741495,GCA_000741495;GCA_000741495.1;GCF_000741495;GCF_000741495.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0080,5
STRAIN_000299,ASM000743075,GCA_000743075;GCA_000743075.1;GCF_000743075;GCF_000743075.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0003,3
STRAIN_000300,ASM000758185,GCA_000758185;GCA_000758185.1;GCF_000758185;GCF_000758185.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0006,1
STRAIN_000301,ASM000762955,GCA_000762955;GCA_000762955.1;GCF_000762955;GCF_000762955.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000302,ASM000764285,GCA_000764285;GCA_000764285.1;GCF_000764285;GCF_000764285.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000303,ASM000771445,GCA_000771445;GCA_000771445.1;GCF_000771445;GCF_000771445.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0020,3
STRAIN_000304,ASM000771485,GCA_000771485;GCA_000771485.1;GCF_000771485;GCF_000771485.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0013,2
STRAIN_000305,ASM000772485,GCA_000772485;GCA_000772485.1;GCF_000772485;GCF_000772485.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0002,5
STRAIN_000306,ASM000800475,GCA_000800475;GCA_000800475.2;GCF_000800475;GCF_000800475.2,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0026,3
STRAIN_000307,ASM000807375,GCA_000807375;GCA_000807375.1;GCF_000807375;GCF_000807375.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0008,5
STRAIN_000308,ASM000807975,GCA_000807975;GCA_000807975.1;GCF_000807975;GCF_000807975.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0009,4
STRAIN_000309,ASM000816205,GCA_000816205;GCA_000816205.1;GCF_000816205;GCF_000816205.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0011,2
STRAIN_000310,ASM000817045,GCA_000817045;GCA_000817045.1;GCF_000817045;GCF_000817045.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0011,2
STRAIN_000311,ASM000817975,GCA_000817975;GCA_000817975.1;GCF_000817975;GCF_000817975.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0081,2
STRAIN_000312,ASM000817995,GCA_000817995;GCA_000817995.1;GCF_000817995;GCF_000817995.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0016,4
STRAIN_000313,ASM000818055,GCA_000818055;GCA_000818055.1;GCF_000818055;GCF_000818055.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0011,2
STRAIN_000314,ASM000827065,GCA_000827065;GCA_000827065.1;GCF_000827065;GCF_000827065.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0014,4
STRAIN_000315,ASM000829035,GCA_000829035;GCA_000829035.1;GCF_000829035;GCF_000829035.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0004,1
STRAIN_000316,ASM000829055,GCA_000829055;GCA_000829055.1;GCF_000829055;GCF_000829055.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0018,5
