strain_entity_id,lineage_95_block,formal_fold,role
STRAIN_000152,ANI95_0062,4,INNER_VAL
STRAIN_000159,ANI95_0001,4,INNER_VAL
STRAIN_000162,ANI95_0001,4,INNER_VAL
STRAIN_000169,ANI95_0012,4,INNER_VAL
STRAIN_000170,ANI95_0005,4,INNER_VAL
STRAIN_000199,ANI95_0001,4,INNER_VAL
STRAIN_000204,ANI95_0012,4,INNER_VAL
STRAIN_000208,ANI95_0012,4,INNER_VAL
STRAIN_000214,ANI95_0001,4,INNER_VAL
STRAIN_000233,ANI95_0001,4,INNER_VAL
STRAIN_000241,ANI95_0001,4,INNER_VAL
STRAIN_000242,ANI95_0005,4,INNER_VAL
STRAIN_000245,ANI95_0001,4,INNER_VAL
STRAIN_000253,ANI95_0005,4,INNER_VAL
STRAIN_000259,ANI95_0005,4,INNER_VAL
STRAIN_000260,ANI95_0001,4,INNER_VAL
STRAIN_000261,ANI95_0005,4,INNER_VAL
STRAIN_000264,ANI95_0027,4,INNER_VAL
STRAIN_000273,ANI95_0012,4,INNER_VAL
STRAIN_000274,ANI95_0012,4,INNER_VAL
STRAIN_000275,ANI95_0012,4,INNER_VAL
STRAIN_000288,ANI95_0020,4,INNER_VAL
STRAIN_000292,ANI95_0001,4,INNER_VAL
STRAIN_000301,ANI95_0001,4,INNER_VAL
STRAIN_000302,ANI95_0001,4,INNER_VAL
STRAIN_000303,ANI95_0020,4,INNER_VAL
STRAIN_000318,ANI95_0001,4,INNER_VAL
STRAIN_000325,ANI95_0001,4,INNER_VAL
STRAIN_000328,ANI95_0020,4,INNER_VAL
STRAIN_000330,ANI95_0001,4,INNER_VAL
STRAIN_000333,ANI95_0005,4,INNER_VAL
STRAIN_000336,ANI95_0001,4,INNER_VAL
STRAIN_000337,ANI95_0001,4,INNER_VAL
STRAIN_000340,ANI95_0001,4,INNER_VAL
STRAIN_000341,ANI95_0005,4,INNER_VAL
STRAIN_000342,ANI95_0005,4,INNER_VAL
STRAIN_000350,ANI95_0012,4,INNER_VAL
STRAIN_000352,ANI95_0020,4,INNER_VAL
STRAIN_000362,ANI95_0001,4,INNER_VAL
STRAIN_000363,ANI95_0001,4,INNER_VAL
STRAIN_000367,ANI95_0012,4,INNER_VAL
STRAIN_000369,ANI95_0001,4,INNER_VAL
STRAIN_000370,ANI95_0005,4,INNER_VAL
STRAIN_000372,ANI95_0001,4,INNER_VAL
STRAIN_000374,ANI95_0001,4,INNER_VAL
STRAIN_000376,ANI95_0001,4,INNER_VAL
STRAIN_000377,ANI95_0005,4,INNER_VAL
STRAIN_000378,ANI95_0001,4,INNER_VAL
STRAIN_000382,ANI95_0083,4,INNER_VAL
STRAIN_000385,ANI95_0001,4,INNER_VAL
STRAIN_000390,ANI95_0001,4,INNER_VAL
STRAIN_000396,ANI95_0001,4,INNER_VAL
STRAIN_000397,ANI95_0001,4,INNER_VAL
STRAIN_000399,ANI95_0001,4,INNER_VAL
STRAIN_000400,ANI95_0001,4,INNER_VAL
STRAIN_000402,ANI95_0084,4,INNER_VAL
STRAIN_000404,ANI95_0001,4,INNER_VAL
STRAIN_000405,ANI95_0001,4,INNER_VAL
STRAIN_000409,ANI95_0001,4,INNER_VAL
STRAIN_000416,ANI95_0001,4,INNER_VAL
STRAIN_000418,ANI95_0001,4,INNER_VAL
STRAIN_000423,ANI95_0005,4,INNER_VAL
STRAIN_000424,ANI95_0001,4,INNER_VAL
STRAIN_000427,ANI95_0001,4,INNER_VAL
STRAIN_000429,ANI95_0005,4,INNER_VAL
STRAIN_000432,ANI95_0001,4,INNER_VAL
STRAIN_000434,ANI95_0001,4,INNER_VAL
STRAIN_000435,ANI95_0001,4,INNER_VAL
STRAIN_000436,ANI95_0001,4,INNER_VAL
STRAIN_000437,ANI95_0001,4,INNER_VAL
STRAIN_000438,ANI95_0001,4,INNER_VAL
STRAIN_000440,ANI95_0001,4,INNER_VAL
STRAIN_000443,ANI95_0005,4,INNER_VAL
STRAIN_000448,ANI95_0001,4,INNER_VAL
STRAIN_000449,ANI95_0012,4,INNER_VAL
STRAIN_000451,ANI95_0001,4,INNER_VAL
STRAIN_000454,ANI95_0001,4,INNER_VAL
STRAIN_000455,ANI95_0012,4,INNER_VAL
STRAIN_000473,ANI95_0088,4,INNER_VAL
STRAIN_000476,ANI95_0005,4,INNER_VAL
STRAIN_000479,ANI95_0001,4,INNER_VAL
STRAIN_000480,ANI95_0001,4,INNER_VAL
STRAIN_000485,ANI95_0005,4,INNER_VAL
STRAIN_000489,ANI95_0005,4,INNER_VAL
STRAIN_000490,ANI95_0001,4,INNER_VAL
STRAIN_000492,ANI95_0001,4,INNER_VAL
STRAIN_000495,ANI95_0005,4,INNER_VAL
STRAIN_000496,ANI95_0001,4,INNER_VAL
STRAIN_000501,ANI95_0001,4,INNER_VAL
STRAIN_000505,ANI95_0005,4,INNER_VAL
STRAIN_000508,ANI95_0001,4,INNER_VAL
STRAIN_000511,ANI95_0001,4,INNER_VAL
STRAIN_000514,ANI95_0001,4,INNER_VAL
STRAIN_000517,ANI95_0005,4,INNER_VAL
STRAIN_000518,ANI95_0005,4,INNER_VAL
STRAIN_000519,ANI95_0005,4,INNER_VAL
STRAIN_000524,ANI95_0012,4,INNER_VAL
STRAIN_000535,ANI95_0001,4,INNER_VAL
STRAIN_000537,ANI95_0001,4,INNER_VAL
STRAIN_000538,ANI95_0005,4,INNER_VAL
STRAIN_000541,ANI95_0001,4,INNER_VAL
STRAIN_000542,ANI95_0012,4,INNER_VAL
STRAIN_000544,ANI95_0001,4,INNER_VAL
STRAIN_000546,ANI95_0001,4,INNER_VAL
STRAIN_000547,ANI95_0001,4,INNER_VAL
STRAIN_000548,ANI95_0001,4,INNER_VAL
STRAIN_000550,ANI95_0001,4,INNER_VAL
STRAIN_000558,ANI95_0001,4,INNER_VAL
STRAIN_000562,ANI95_0001,4,INNER_VAL
STRAIN_000567,ANI95_0005,4,INNER_VAL
STRAIN_000568,ANI95_0001,4,INNER_VAL
STRAIN_000570,ANI95_0001,4,INNER_VAL
STRAIN_000571,ANI95_0001,4,INNER_VAL
STRAIN_000573,ANI95_0001,4,INNER_VAL
STRAIN_000574,ANI95_0001,4,INNER_VAL
STRAIN_000576,ANI95_0005,4,INNER_VAL
STRAIN_000577,ANI95_0001,4,INNER_VAL
STRAIN_000578,ANI95_0001,4,INNER_VAL
STRAIN_000579,ANI95_0001,4,INNER_VAL
STRAIN_000582,ANI95_0001,4,INNER_VAL
STRAIN_000583,ANI95_0001,4,INNER_VAL
STRAIN_000584,ANI95_0001,4,INNER_VAL
STRAIN_000586,ANI95_0001,4,INNER_VAL
STRAIN_000588,ANI95_0001,4,INNER_VAL
STRAIN_000591,ANI95_0001,4,INNER_VAL
STRAIN_000594,ANI95_0001,4,INNER_VAL
STRAIN_000595,ANI95_0005,4,INNER_VAL
STRAIN_000598,ANI95_0001,4,INNER_VAL
STRAIN_000601,ANI95_0005,4,INNER_VAL
STRAIN_000603,ANI95_0001,4,INNER_VAL
STRAIN_000605,ANI95_0001,4,INNER_VAL
STRAIN_000606,ANI95_0001,4,INNER_VAL
STRAIN_000607,ANI95_0001,4,INNER_VAL
STRAIN_000608,ANI95_0001,4,INNER_VAL
STRAIN_000609,ANI95_0001,4,INNER_VAL
STRAIN_000611,ANI95_0001,4,INNER_VAL
STRAIN_000612,ANI95_0001,4,INNER_VAL
STRAIN_000613,ANI95_0001,4,INNER_VAL
STRAIN_000616,ANI95_0005,4,INNER_VAL
STRAIN_000617,ANI95_0001,4,INNER_VAL
STRAIN_000618,ANI95_0001,4,INNER_VAL
STRAIN_000619,ANI95_0001,4,INNER_VAL
STRAIN_000620,ANI95_0001,4,INNER_VAL
STRAIN_000621,ANI95_0001,4,INNER_VAL
STRAIN_000622,ANI95_0012,4,INNER_VAL
STRAIN_000623,ANI95_0001,4,INNER_VAL
STRAIN_000630,ANI95_0001,4,INNER_VAL
STRAIN_000631,ANI95_0005,4,INNER_VAL
STRAIN_000632,ANI95_0001,4,INNER_VAL
STRAIN_000635,ANI95_0012,4,INNER_VAL
STRAIN_000644,ANI95_0001,4,INNER_VAL
STRAIN_000646,ANI95_0001,4,INNER_VAL
STRAIN_000655,ANI95_0005,4,INNER_VAL
STRAIN_000656,ANI95_0001,4,INNER_VAL
STRAIN_000658,ANI95_0012,4,INNER_VAL
STRAIN_000660,ANI95_0005,4,INNER_VAL
STRAIN_000661,ANI95_0001,4,INNER_VAL
STRAIN_000664,ANI95_0001,4,INNER_VAL
STRAIN_000667,ANI95_0001,4,INNER_VAL
STRAIN_000669,ANI95_0001,4,INNER_VAL
STRAIN_000670,ANI95_0005,4,INNER_VAL
STRAIN_000673,ANI95_0020,4,INNER_VAL
STRAIN_000674,ANI95_0001,4,INNER_VAL
STRAIN_000675,ANI95_0001,4,INNER_VAL
STRAIN_000677,ANI95_0005,4,INNER_VAL
STRAIN_000678,ANI95_0005,4,INNER_VAL
STRAIN_000680,ANI95_0005,4,INNER_VAL
STRAIN_000682,ANI95_0001,4,INNER_VAL
STRAIN_000683,ANI95_0001,4,INNER_VAL
STRAIN_000685,ANI95_0001,4,INNER_VAL
STRAIN_000686,ANI95_0005,4,INNER_VAL
STRAIN_000690,ANI95_0001,4,INNER_VAL
STRAIN_000691,ANI95_0001,4,INNER_VAL
STRAIN_000694,ANI95_0001,4,INNER_VAL
STRAIN_000695,ANI95_0005,4,INNER_VAL
STRAIN_000701,ANI95_0001,4,INNER_VAL
STRAIN_000703,ANI95_0001,4,INNER_VAL
STRAIN_000704,ANI95_0001,4,INNER_VAL
STRAIN_000707,ANI95_0005,4,INNER_VAL
STRAIN_000710,ANI95_0001,4,INNER_VAL
STRAIN_000712,ANI95_0001,4,INNER_VAL
STRAIN_000713,ANI95_0001,4,INNER_VAL
STRAIN_000716,ANI95_0001,4,INNER_VAL
STRAIN_000718,ANI95_0001,4,INNER_VAL
STRAIN_000720,ANI95_0012,4,INNER_VAL
STRAIN_000722,ANI95_0001,4,INNER_VAL
STRAIN_000724,ANI95_0005,4,INNER_VAL
STRAIN_000727,ANI95_0001,4,INNER_VAL
STRAIN_000730,ANI95_0001,4,INNER_VAL
STRAIN_000734,ANI95_0001,4,INNER_VAL
STRAIN_000741,ANI95_0001,4,INNER_VAL
STRAIN_000749,ANI95_0005,4,INNER_VAL
STRAIN_000753,ANI95_0001,4,INNER_VAL
STRAIN_000755,ANI95_0001,4,INNER_VAL
STRAIN_000756,ANI95_0005,4,INNER_VAL
STRAIN_000760,ANI95_0001,4,INNER_VAL
STRAIN_000768,ANI95_0001,4,INNER_VAL
STRAIN_000780,ANI95_0020,4,INNER_VAL
STRAIN_000782,ANI95_0001,4,INNER_VAL
STRAIN_000785,ANI95_0001,4,INNER_VAL
STRAIN_000789,ANI95_0001,4,INNER_VAL
STRAIN_000790,ANI95_0001,4,INNER_VAL
STRAIN_000791,ANI95_0001,4,INNER_VAL
STRAIN_000792,ANI95_0001,4,INNER_VAL
STRAIN_000793,ANI95_0001,4,INNER_VAL
STRAIN_000796,ANI95_0001,4,INNER_VAL
STRAIN_000797,ANI95_0001,4,INNER_VAL
STRAIN_000798,ANI95_0005,4,INNER_VAL
STRAIN_000802,ANI95_0001,4,INNER_VAL
STRAIN_000803,ANI95_0001,4,INNER_VAL
STRAIN_000810,ANI95_0005,4,INNER_VAL
STRAIN_000812,ANI95_0012,4,INNER_VAL
STRAIN_000817,ANI95_0001,4,INNER_VAL
STRAIN_000818,ANI95_0001,4,INNER_VAL
STRAIN_000822,ANI95_0005,4,INNER_VAL
STRAIN_000828,ANI95_0001,4,INNER_VAL
STRAIN_000829,ANI95_0001,4,INNER_VAL
STRAIN_000830,ANI95_0001,4,INNER_VAL
STRAIN_000833,ANI95_0005,4,INNER_VAL
STRAIN_000838,ANI95_0001,4,INNER_VAL
STRAIN_000841,ANI95_0001,4,INNER_VAL
STRAIN_000842,ANI95_0001,4,INNER_VAL
STRAIN_000843,ANI95_0001,4,INNER_VAL
STRAIN_000844,ANI95_0001,4,INNER_VAL
STRAIN_000846,ANI95_0001,4,INNER_VAL
STRAIN_000848,ANI95_0001,4,INNER_VAL
STRAIN_000849,ANI95_0001,4,INNER_VAL
STRAIN_000850,ANI95_0001,4,INNER_VAL
STRAIN_000854,ANI95_0001,4,INNER_VAL
STRAIN_000857,ANI95_0001,4,INNER_VAL
STRAIN_000859,ANI95_0001,4,INNER_VAL
STRAIN_000861,ANI95_0020,4,INNER_VAL
STRAIN_000862,ANI95_0001,4,INNER_VAL
STRAIN_000863,ANI95_0005,4,INNER_VAL
STRAIN_000864,ANI95_0001,4,INNER_VAL
STRAIN_000865,ANI95_0001,4,INNER_VAL
STRAIN_000868,ANI95_0001,4,INNER_VAL
STRAIN_000871,ANI95_0005,4,INNER_VAL
STRAIN_000874,ANI95_0012,4,INNER_VAL
STRAIN_000876,ANI95_0012,4,INNER_VAL
STRAIN_000877,ANI95_0001,4,INNER_VAL
STRAIN_000882,ANI95_0001,4,INNER_VAL
STRAIN_000883,ANI95_0001,4,INNER_VAL
STRAIN_000884,ANI95_0001,4,INNER_VAL
STRAIN_000887,ANI95_0001,4,INNER_VAL
STRAIN_000888,ANI95_0001,4,INNER_VAL
STRAIN_000889,ANI95_0012,4,INNER_VAL
STRAIN_000897,ANI95_0001,4,INNER_VAL
STRAIN_000898,ANI95_0001,4,INNER_VAL
STRAIN_000899,ANI95_0001,4,INNER_VAL
STRAIN_000901,ANI95_0012,4,INNER_VAL
STRAIN_000902,ANI95_0001,4,INNER_VAL
STRAIN_000905,ANI95_0005,4,INNER_VAL
STRAIN_000906,ANI95_0001,4,INNER_VAL
STRAIN_000909,ANI95_0001,4,INNER_VAL
STRAIN_000913,ANI95_0001,4,INNER_VAL
STRAIN_000920,ANI95_0001,4,INNER_VAL
STRAIN_000924,ANI95_0001,4,INNER_VAL
STRAIN_000927,ANI95_0001,4,INNER_VAL
STRAIN_000928,ANI95_0001,4,INNER_VAL
STRAIN_000932,ANI95_0001,4,INNER_VAL
STRAIN_000933,ANI95_0020,4,INNER_VAL
STRAIN_000934,ANI95_0005,4,INNER_VAL
STRAIN_000935,ANI95_0001,4,INNER_VAL
STRAIN_000938,ANI95_0001,4,INNER_VAL
STRAIN_000939,ANI95_0001,4,INNER_VAL
STRAIN_000942,ANI95_0001,4,INNER_VAL
STRAIN_000945,ANI95_0001,4,INNER_VAL
STRAIN_000946,ANI95_0001,4,INNER_VAL
STRAIN_000949,ANI95_0001,4,INNER_VAL
STRAIN_000950,ANI95_0012,4,INNER_VAL
STRAIN_000951,ANI95_0001,4,INNER_VAL
STRAIN_000956,ANI95_0005,4,INNER_VAL
STRAIN_000957,ANI95_0001,4,INNER_VAL
STRAIN_000958,ANI95_0001,4,INNER_VAL
STRAIN_000959,ANI95_0001,4,INNER_VAL
STRAIN_000964,ANI95_0001,4,INNER_VAL
STRAIN_000967,ANI95_0005,4,INNER_VAL
STRAIN_000970,ANI95_0001,4,INNER_VAL
STRAIN_000976,ANI95_0001,4,INNER_VAL
STRAIN_000977,ANI95_0001,4,INNER_VAL
STRAIN_000979,ANI95_0005,4,INNER_VAL
STRAIN_000980,ANI95_0001,4,INNER_VAL
STRAIN_000989,ANI95_0001,4,INNER_VAL
STRAIN_000990,ANI95_0001,4,INNER_VAL
STRAIN_000994,ANI95_0001,4,INNER_VAL
STRAIN_001005,ANI95_0001,4,INNER_VAL
STRAIN_001006,ANI95_0001,4,INNER_VAL
STRAIN_001007,ANI95_0001,4,INNER_VAL
STRAIN_001011,ANI95_0005,4,INNER_VAL
STRAIN_001012,ANI95_0005,4,INNER_VAL
STRAIN_001014,ANI95_0001,4,INNER_VAL
STRAIN_001016,ANI95_0012,4,INNER_VAL
STRAIN_001018,ANI95_0001,4,INNER_VAL
STRAIN_001021,ANI95_0001,4,INNER_VAL
STRAIN_001023,ANI95_0005,4,INNER_VAL
STRAIN_001025,ANI95_0001,4,INNER_VAL
STRAIN_000004,ANI95_0004,4,OUTER_TEST
STRAIN_000005,ANI95_0004,4,OUTER_TEST
STRAIN_000006,ANI95_0004,4,OUTER_TEST
STRAIN_000024,ANI95_0013,4,OUTER_TEST
STRAIN_000109,ANI95_0016,4,OUTER_TEST
STRAIN_000114,ANI95_0007,4,OUTER_TEST
STRAIN_000115,ANI95_0007,4,OUTER_TEST
STRAIN_000117,ANI95_0048,4,OUTER_TEST
STRAIN_000118,ANI95_0049,4,OUTER_TEST
STRAIN_000123,ANI95_0007,4,OUTER_TEST
STRAIN_000125,ANI95_0004,4,OUTER_TEST
STRAIN_000132,ANI95_0004,4,OUTER_TEST
STRAIN_000133,ANI95_0054,4,OUTER_TEST
STRAIN_000143,ANI95_0023,4,OUTER_TEST
STRAIN_000149,ANI95_0004,4,OUTER_TEST
STRAIN_000154,ANI95_0063,4,OUTER_TEST
STRAIN_000161,ANI95_0023,4,OUTER_TEST
STRAIN_000163,ANI95_0016,4,OUTER_TEST
STRAIN_000164,ANI95_0065,4,OUTER_TEST
STRAIN_000167,ANI95_0013,4,OUTER_TEST
STRAIN_000168,ANI95_0004,4,OUTER_TEST
STRAIN_000175,ANI95_0013,4,OUTER_TEST
STRAIN_000178,ANI95_0013,4,OUTER_TEST
STRAIN_000184,ANI95_0007,4,OUTER_TEST
STRAIN_000190,ANI95_0004,4,OUTER_TEST
STRAIN_000191,ANI95_0004,4,OUTER_TEST
STRAIN_000195,ANI95_0070,4,OUTER_TEST
STRAIN_000201,ANI95_0072,4,OUTER_TEST
STRAIN_000203,ANI95_0073,4,OUTER_TEST
STRAIN_000216,ANI95_0007,4,OUTER_TEST
STRAIN_000218,ANI95_0075,4,OUTER_TEST
STRAIN_000219,ANI95_0007,4,OUTER_TEST
STRAIN_000220,ANI95_0013,4,OUTER_TEST
STRAIN_000227,ANI95_0078,4,OUTER_TEST
STRAIN_000228,ANI95_0004,4,OUTER_TEST
STRAIN_000230,ANI95_0004,4,OUTER_TEST
STRAIN_000232,ANI95_0007,4,OUTER_TEST
STRAIN_000239,ANI95_0004,4,OUTER_TEST
STRAIN_000243,ANI95_0004,4,OUTER_TEST
STRAIN_000249,ANI95_0004,4,OUTER_TEST
STRAIN_000252,ANI95_0013,4,OUTER_TEST
STRAIN_000268,ANI95_0004,4,OUTER_TEST
STRAIN_000269,ANI95_0007,4,OUTER_TEST
STRAIN_000270,ANI95_0007,4,OUTER_TEST
STRAIN_000271,ANI95_0007,4,OUTER_TEST
STRAIN_000276,ANI95_0007,4,OUTER_TEST
STRAIN_000277,ANI95_0007,4,OUTER_TEST
STRAIN_000278,ANI95_0004,4,OUTER_TEST
STRAIN_000280,ANI95_0018,4,OUTER_TEST
STRAIN_000283,ANI95_0007,4,OUTER_TEST
STRAIN_000286,ANI95_0016,4,OUTER_TEST
STRAIN_000294,ANI95_0016,4,OUTER_TEST
STRAIN_000295,ANI95_0013,4,OUTER_TEST
STRAIN_000297,ANI95_0016,4,OUTER_TEST
STRAIN_000304,ANI95_0013,4,OUTER_TEST
STRAIN_000306,ANI95_0026,4,OUTER_TEST
STRAIN_000311,ANI95_0081,4,OUTER_TEST
STRAIN_000312,ANI95_0016,4,OUTER_TEST
STRAIN_000315,ANI95_0004,4,OUTER_TEST
STRAIN_000316,ANI95_0018,4,OUTER_TEST
STRAIN_000321,ANI95_0007,4,OUTER_TEST
STRAIN_000322,ANI95_0007,4,OUTER_TEST
STRAIN_000329,ANI95_0004,4,OUTER_TEST
STRAIN_000334,ANI95_0007,4,OUTER_TEST
STRAIN_000339,ANI95_0007,4,OUTER_TEST
STRAIN_000343,ANI95_0016,4,OUTER_TEST
STRAIN_000345,ANI95_0018,4,OUTER_TEST
STRAIN_000346,ANI95_0013,4,OUTER_TEST
STRAIN_000347,ANI95_0013,4,OUTER_TEST
STRAIN_000348,ANI95_0013,4,OUTER_TEST
STRAIN_000349,ANI95_0013,4,OUTER_TEST
STRAIN_000351,ANI95_0082,4,OUTER_TEST
STRAIN_000354,ANI95_0023,4,OUTER_TEST
STRAIN_000358,ANI95_0004,4,OUTER_TEST
STRAIN_000359,ANI95_0004,4,OUTER_TEST
STRAIN_000364,ANI95_0007,4,OUTER_TEST
STRAIN_000366,ANI95_0013,4,OUTER_TEST
STRAIN_000371,ANI95_0007,4,OUTER_TEST
STRAIN_000379,ANI95_0004,4,OUTER_TEST
STRAIN_000391,ANI95_0004,4,OUTER_TEST
STRAIN_000392,ANI95_0007,4,OUTER_TEST
STRAIN_000408,ANI95_0007,4,OUTER_TEST
STRAIN_000411,ANI95_0007,4,OUTER_TEST
STRAIN_000415,ANI95_0007,4,OUTER_TEST
STRAIN_000430,ANI95_0007,4,OUTER_TEST
STRAIN_000433,ANI95_0004,4,OUTER_TEST
STRAIN_000452,ANI95_0007,4,OUTER_TEST
STRAIN_000470,ANI95_0004,4,OUTER_TEST
STRAIN_000471,ANI95_0004,4,OUTER_TEST
STRAIN_000474,ANI95_0016,4,OUTER_TEST
STRAIN_000484,ANI95_0018,4,OUTER_TEST
STRAIN_000497,ANI95_0004,4,OUTER_TEST
STRAIN_000498,ANI95_0026,4,OUTER_TEST
STRAIN_000500,ANI95_0007,4,OUTER_TEST
STRAIN_000509,ANI95_0004,4,OUTER_TEST
STRAIN_000510,ANI95_0007,4,OUTER_TEST
STRAIN_000522,ANI95_0004,4,OUTER_TEST
STRAIN_000525,ANI95_0007,4,OUTER_TEST
STRAIN_000526,ANI95_0013,4,OUTER_TEST
STRAIN_000527,ANI95_0007,4,OUTER_TEST
STRAIN_000528,ANI95_0007,4,OUTER_TEST
STRAIN_000530,ANI95_0004,4,OUTER_TEST
STRAIN_000534,ANI95_0004,4,OUTER_TEST
STRAIN_000539,ANI95_0004,4,OUTER_TEST
STRAIN_000540,ANI95_0004,4,OUTER_TEST
STRAIN_000553,ANI95_0018,4,OUTER_TEST
STRAIN_000561,ANI95_0007,4,OUTER_TEST
STRAIN_000581,ANI95_0013,4,OUTER_TEST
STRAIN_000587,ANI95_0004,4,OUTER_TEST
STRAIN_000597,ANI95_0004,4,OUTER_TEST
STRAIN_000600,ANI95_0016,4,OUTER_TEST
STRAIN_000602,ANI95_0004,4,OUTER_TEST
STRAIN_000627,ANI95_0004,4,OUTER_TEST
STRAIN_000629,ANI95_0004,4,OUTER_TEST
STRAIN_000634,ANI95_0013,4,OUTER_TEST
STRAIN_000647,ANI95_0004,4,OUTER_TEST
STRAIN_000649,ANI95_0004,4,OUTER_TEST
STRAIN_000653,ANI95_0004,4,OUTER_TEST
STRAIN_000663,ANI95_0004,4,OUTER_TEST
STRAIN_000665,ANI95_0004,4,OUTER_TEST
STRAIN_000666,ANI95_0004,4,OUTER_TEST
STRAIN_000671,ANI95_0004,4,OUTER_TEST
STRAIN_000672,ANI95_0007,4,OUTER_TEST
STRAIN_000676,ANI95_0013,4,OUTER_TEST
STRAIN_000684,ANI95_0004,4,OUTER_TEST
STRAIN_000688,ANI95_0004,4,OUTER_TEST
STRAIN_000702,ANI95_0004,4,OUTER_TEST
STRAIN_000708,ANI95_0016,4,OUTER_TEST
STRAIN_000715,ANI95_0004,4,OUTER_TEST
STRAIN_000717,ANI95_0013,4,OUTER_TEST
STRAIN_000728,ANI95_0018,4,OUTER_TEST
STRAIN_000729,ANI95_0018,4,OUTER_TEST
STRAIN_000732,ANI95_0023,4,OUTER_TEST
STRAIN_000735,ANI95_0016,4,OUTER_TEST
STRAIN_000736,ANI95_0013,4,OUTER_TEST
STRAIN_000738,ANI95_0004,4,OUTER_TEST
STRAIN_000757,ANI95_0016,4,OUTER_TEST
STRAIN_000761,ANI95_0007,4,OUTER_TEST
STRAIN_000762,ANI95_0007,4,OUTER_TEST
STRAIN_000764,ANI95_0013,4,OUTER_TEST
STRAIN_000769,ANI95_0007,4,OUTER_TEST
STRAIN_000770,ANI95_0007,4,OUTER_TEST
STRAIN_000771,ANI95_0007,4,OUTER_TEST
STRAIN_000772,ANI95_0007,4,OUTER_TEST
STRAIN_000773,ANI95_0007,4,OUTER_TEST
STRAIN_000774,ANI95_0007,4,OUTER_TEST
STRAIN_000775,ANI95_0007,4,OUTER_TEST
STRAIN_000776,ANI95_0007,4,OUTER_TEST
STRAIN_000783,ANI95_0013,4,OUTER_TEST
STRAIN_000788,ANI95_0091,4,OUTER_TEST
STRAIN_000795,ANI95_0004,4,OUTER_TEST
STRAIN_000799,ANI95_0004,4,OUTER_TEST
STRAIN_000801,ANI95_0026,4,OUTER_TEST
STRAIN_000804,ANI95_0004,4,OUTER_TEST
STRAIN_000805,ANI95_0007,4,OUTER_TEST
STRAIN_000807,ANI95_0004,4,OUTER_TEST
STRAIN_000811,ANI95_0007,4,OUTER_TEST
STRAIN_000816,ANI95_0004,4,OUTER_TEST
STRAIN_000819,ANI95_0007,4,OUTER_TEST
STRAIN_000821,ANI95_0004,4,OUTER_TEST
STRAIN_000823,ANI95_0007,4,OUTER_TEST
STRAIN_000824,ANI95_0007,4,OUTER_TEST
STRAIN_000831,ANI95_0004,4,OUTER_TEST
STRAIN_000839,ANI95_0004,4,OUTER_TEST
STRAIN_000840,ANI95_0007,4,OUTER_TEST
STRAIN_000845,ANI95_0013,4,OUTER_TEST
STRAIN_000847,ANI95_0004,4,OUTER_TEST
STRAIN_000851,ANI95_0016,4,OUTER_TEST
STRAIN_000853,ANI95_0004,4,OUTER_TEST
STRAIN_000866,ANI95_0016,4,OUTER_TEST
STRAIN_000867,ANI95_0004,4,OUTER_TEST
STRAIN_000878,ANI95_0004,4,OUTER_TEST
STRAIN_000886,ANI95_0018,4,OUTER_TEST
STRAIN_000894,ANI95_0013,4,OUTER_TEST
STRAIN_000908,ANI95_0004,4,OUTER_TEST
STRAIN_000912,ANI95_0018,4,OUTER_TEST
STRAIN_000915,ANI95_0004,4,OUTER_TEST
STRAIN_000917,ANI95_0004,4,OUTER_TEST
STRAIN_000918,ANI95_0004,4,OUTER_TEST
STRAIN_000919,ANI95_0018,4,OUTER_TEST
STRAIN_000921,ANI95_0007,4,OUTER_TEST
STRAIN_000923,ANI95_0092,4,OUTER_TEST
STRAIN_000929,ANI95_0018,4,OUTER_TEST
STRAIN_000953,ANI95_0007,4,OUTER_TEST
STRAIN_000985,ANI95_0004,4,OUTER_TEST
STRAIN_001009,ANI95_0007,4,OUTER_TEST
